doi,parent_name,raw_affiliation_string,fak_name,dept_name,validation,comment 
10.3390/polym14030532,Technische Universität Braunschweig,"Department for Biophysical Chemistry, Institute for Physical and Theoretical Chemistry, Technische Universität Braunschweig, 38106 Braunschweig, Germany",Fakultät für Lebenswissenschaften,Chemie/Lebensmittelchemie,TRUE,
10.1126/sciimmunol.abc3979,Technische Universität Braunschweig,"Division of Molecular Cell Biology, Zoological Institute, Technische Universität Braunschweig, Braunschweig, Germany",Fakultät für Lebenswissenschaften,Biologie/Biotechnologie,TRUE,
10.30828/real.1485901,Technische Universität Braunschweig,"Technical University of Braunschweig, Germany",,,TRUE,
10.1149/ma2022-012257mtgabs,Technische Universität Braunschweig,TU Braunschweig Institute of joining and welding,Fakultät für Maschinenbau,Forschungsbereich Produktions- und Systemtechnik,TRUE,
10.1002/jez.2582,Technische Universität Braunschweig,"Zoological Institute, Technische Universität Braunschweig Braunschweig Germany",Fakultät für Lebenswissenschaften,Biologie/Biotechnologie,TRUE,
10.21741/9781644902479-42,Technische Universität Braunschweig,"Technische Universität Braunschweig, Institute of Machine Tools and Production Technology, Langer Kamp 19b, 38106 Braunschweig, Germany",Fakultät für Maschinenbau,Forschungsbereich Produktions- und Systemtechnik,TRUE,
10.1021/acscatal.1c02589,Technische Universität Braunschweig,"Institute for Biochemistry, Biotechnology and Bioinformatics, Technische Universität Braunschweig, Spielmannstraße 7, 38106 Braunschweig, Germany",Fakultät für Lebenswissenschaften,Biologie/Biotechnologie,TRUE,
10.1016/j.biocon.2020.108426,Technische Universität Braunschweig,"Institute of Geoecology, Department Landscape Ecology and Environmental Systems Analysis, Langer Kamp 19c, D-38106 Braunschweig, Germany","Fakultät Architektur, Bauingenieurwesen und Umweltwissenschaften",Department Bauingenieurwesen und Umweltwissenschaften,TRUE,
10.1109/access.2023.3284683,Technische Universität Braunschweig,"Terahertz-Photonics Group, Technische Universit&#x00E4;t Braunschweig, Braunschweig, Germany","Fakultät für Elektrotechnik, Informationstechnik, Physik",Institut für Hochfrequenztechnik,TRUE,
10.1007/s12110-024-09485-3,Technische Universität Braunschweig,"Institute of Psychology, Faculty of Life Sciences / Fakultät für Lebenswissenschaften, Technische Universität Braunschweig, Braunschweig, Germany",Fakultät für Lebenswissenschaften,Psychologie,TRUE,
10.1016/j.mineng.2022.107702,Technische Universität Braunschweig,"Technische Universität Braunschweig, Institute for Particle Technology, Volkmaroder Straße 5, 38104 Braunschweig, Germany",Fakultät für Maschinenbau,Forschungsbereich Energie- und Verfahrenstechnik,TRUE,
10.1016/j.engstruct.2021.112199,Technische Universität Braunschweig,"Institute of Applied Mechanics, Technische Universität Braunschweig, Braunschweig, Germany","Fakultät Architektur, Bauingenieurwesen und Umweltwissenschaften",Department Bauingenieurwesen und Umweltwissenschaften,TRUE,
10.1364/ao.412631,Technische Universität Braunschweig,"Technische Universität Braunschweig, Laboratory for Emerging Nanometrology, Pockelsstr. 14, 38106 Braunschweig, Germany",Carolo-Wilhelmina-Forschungszentren,,TRUE,
10.1017/pds.2022.214,Technische Universität Braunschweig,"Technische Universität Braunschweig, Germany",,,TRUE,
10.1016/j.ijbiomac.2023.124855,Technische Universität Braunschweig,"Technische Universität Braunschweig, Institute of Particle Technology, Volkmaroderstrasse 5, 38104 Braunschweig, Germany; Technische Universität Braunschweig, Center of Pharmaceutical Engineering (PVZ), Franz-Liszt-Straße 35a, 38106 Braunschweig, Germany",Fakultät für Lebenswissenschaften,Pharmazie,TRUE,
10.1063/5.0135273,Technische Universität Braunschweig,"Institute of Physical and Theoretical Chemistry, Technische Universität Braunschweig , Gaußstraße 17, 38106 Braunschweig, Germany",Fakultät für Lebenswissenschaften,Chemie/Lebensmittelchemie,TRUE,
10.1007/s41064-023-00237-z,Technische Universität Braunschweig,"Institute of Geodesy and Photogrammetry, Technical University of Braunschweig, Braunschweig, Germany","Fakultät Architektur, Bauingenieurwesen und Umweltwissenschaften",Department Bauingenieurwesen und Umweltwissenschaften,TRUE,
10.1038/s42003-023-05161-x,Technische Universität Braunschweig,"Institute of Plant Biology, Technische Universität Braunschweig, Humboldtstrasse 1, D-38106, Braunschweig, Germany. r.haensch@tu-braunschweig.de",Fakultät für Lebenswissenschaften,Biologie/Biotechnologie,TRUE,
10.1063/5.0204652,Technische Universität Braunschweig,"Institute of Semiconductor Technology (IHT), Technische Universität Braunschweig 4 , 38106 Braunschweig, Germany","Fakultät für Elektrotechnik, Informationstechnik, Physik",Institut für Halbleitertechnik,TRUE,
10.1016/j.cub.2021.01.086,Technische Universität Braunschweig,"Division of Molecular Cell Biology, Zoological Institute, Technische Universität Braunschweig, Spielmannstrasse 7, 38106 Braunschweig, Germany; Department of Cell Biology, Helmholtz Centre for Infection Research, Inhoffenstrasse 7, 38124 Braunschweig, Germany. Electronic address: k.rottner@tu-braunschweig.de",Fakultät für Lebenswissenschaften,Biologie/Biotechnologie,TRUE,
10.1002/cite.202000184,Technische Universität Braunschweig,Technische Universität Braunschweig Institute of Chemical and Thermal Process Engineering  Langer Kamp 7 38106 Braunschweig Germany,Fakultät für Maschinenbau,Forschungsbereich Energie- und Verfahrenstechnik,TRUE,
10.1039/d0qi01540g,Technische Universität Braunschweig,Technische Universität Braunschweig,,,TRUE,"Fakultät für Lebenswissenschaften, Institut für Anorganische und Analytische Chemie"
10.1103/physrevlett.125.096402,Technische Universität Braunschweig,"Laboratory for Emerging Nanometrology, 38106 Braunschweig, Germany",Carolo-Wilhelmina-Forschungszentren,,TRUE,
10.1051/epjconf/202327911018,Technische Universität Braunschweig,"Braunschweig University of Technology, Germany",,,TRUE,
10.1038/s41467-022-35030-w,Technische Universität Braunschweig,"Institute for Biochemistry, Biotechnology and Bioinformatics, Technische Universität Braunschweig, Spielmannstr. 7, 38106, Braunschweig, Germany. wulf.blankenfeldt@helmholtz-hzi.de",Fakultät für Lebenswissenschaften,Biologie/Biotechnologie,TRUE,
10.1103/physrevlett.125.157701,Technische Universität Braunschweig,"Laboratory for Emerging Nanometrology Braunschweig, D-38106 Braunschweig, Germany",Carolo-Wilhelmina-Forschungszentren,,TRUE,
10.1049/icp.2023.2687,Technische Universität Braunschweig,"elenia Institute for High Voltage Technology and Power Systems, Technical University of Braunschweig , Braunschweig , Germany","Fakultät für Elektrotechnik, Informationstechnik, Physik",Institut für Hochspannungstechnik und Energiesysteme - elenia,TRUE,
10.1016/j.jretconser.2020.102129,Technische Universität Braunschweig,"Institute of Marketing, Technische Universität Braunschweig, Braunschweig, Germany",,,FALSE,"Carl-Friedrich-Gauß-Fakultät, Fachbereich Wirtschaftswissenschaften"
10.1175/bams-d-20-0138.1,Technische Universität Braunschweig,"Technical University of Braunschweig, Braunschweig, Germany",,,TRUE,
10.1016/j.jvb.2020.103445,Technische Universität Braunschweig,"Technische Universität Braunschweig, Germany",,,TRUE,
10.3390/molecules28052376,Technische Universität Braunschweig,"Institut für Pharmazeutische Biologie, Technische Universität Braunschweig, Mendelssohnstrasse 1, 38106 Braunschweig, Germany",Fakultät für Lebenswissenschaften,Biologie/Biotechnologie,FALSE,Faculty should be Pharmazie
10.1002/andp.202100284,Technische Universität Braunschweig,Laboratory for Emerging Nanometrology Braunschweig Braunschweig D?38106 Germany,Carolo-Wilhelmina-Forschungszentren,,TRUE,
10.1365/s40702-023-00985-x,Technische Universität Braunschweig,"Institut für Wirtschaftsinformatik, Technische Universität Braunschweig, Braunschweig, Deutschland",Carl-Friedrich-Gauß-Fakultät,Department Wirtschaftswissenschaften,TRUE,
10.25171/instgeoph_pas_publs-2021-020,Technische Universität Braunschweig,"Division of Hydraulic Engineering and River Morphology, Technische Universitt Braunschweig, Braunschweig, Germany","Fakultät Architektur, Bauingenieurwesen und Umweltwissenschaften",Department Bauingenieurwesen und Umweltwissenschaften,TRUE,
10.1016/j.jfa.2023.110104,Technische Universität Braunschweig,"Institut für Analysis und Algebra, Technische Universität Braunschweig, Universitätsplatz 2, 38106 Braunschweig, Germany",Carl-Friedrich-Gauß-Fakultät,Department Mathematik,TRUE,
10.1016/j.syapm.2022.126354,Technische Universität Braunschweig,"Leibniz Institute DSMZ-German Collection of Microorganisms and Cell Cultures, Braunschweig, Germany and Faculty of Life Sciences, Technical University of Braunschweig, Germany",Fakultät für Lebenswissenschaften,,FALSE,Paper does not belong to TU Braunschweig
10.1002/ece3.10921,Technische Universität Braunschweig,"Zoological Institute, Technische Universität Braunschweig  Braunschweig Germany",Fakultät für Lebenswissenschaften,Biologie/Biotechnologie,TRUE,
10.1007/s43762-021-00026-7,Technische Universität Braunschweig,"Climatology and Environmental Meteorology, Institute of Geoecology, Technische Universität Braunschweig, Langer Kamp 19c, 38106, Braunschweig, Germany","Fakultät Architektur, Bauingenieurwesen und Umweltwissenschaften",Department Bauingenieurwesen und Umweltwissenschaften,TRUE,
10.11646/zootaxa.5446.3.2,Technische Universität Braunschweig,Institute of Geosystems and Bioindication; Technische Universität Braunschweig; 38106 Braunschweig; Germany. nicole.boerner@tu-braunschweig.de,"Fakultät Architektur, Bauingenieurwesen und Umweltwissenschaften",Department Bauingenieurwesen und Umweltwissenschaften,TRUE,
10.1038/s41590-023-01519-9,Technische Universität Braunschweig,"Institute for Biochemistry, Biotechnology and Bioinformatics, Technische Universität Braunschweig, Braunschweig, Germany",Fakultät für Lebenswissenschaften,Biologie/Biotechnologie,TRUE,
10.1016/j.jebo.2023.05.013,Technische Universität Braunschweig,"TU Braunschweig, Institue of Economics, Spielmannstraße 9, 38106 Braunschweig",Carl-Friedrich-Gauß-Fakultät,Department Wirtschaftswissenschaften,TRUE,
10.1016/j.ejpb.2023.04.004,Technische Universität Braunschweig,"Institute for Particle Technology, Technische Universität Braunschweig, Volkmaroder Straße 5, 38104 Braunschweig, Germany; Center of Pharmaceutical Engineering (PVZ), Technische Universität Braunschweig, Franz-Liszt-Straße 35A, 38106 Braunschweig, Germany",Fakultät für Lebenswissenschaften,Pharmazie,TRUE,
10.1002/nme.6761,Technische Universität Braunschweig,Institut für Numerische Mathematik Technische Universität Braunschweig  Braunschweig Germany,,,TRUE,"Belongs to Carl Friedrich Gauss Faculty, department Mathematik"
10.1051/epjconf/202328704028,Technische Universität Braunschweig,"Laboratory for Emerging Nanometrology (LENA), Langer Kamp 6a/b, Braunschweig, Germany",Carolo-Wilhelmina-Forschungszentren,,TRUE,
10.1016/j.apt.2021.06.002,Technische Universität Braunschweig,"Institute for Particle Technology (IPAT), Franz-Liszt-Straße 35A, 38106 Braunschweig, Germany",Fakultät für Maschinenbau,Forschungsbereich Energie- und Verfahrenstechnik,TRUE,
10.1051/epjconf/202430906020,Technische Universität Braunschweig,"Laboratory for Emerging Nanometrology, Langer Kamp 6a-b, 38106 Braunschweig, Germany",Carolo-Wilhelmina-Forschungszentren,,TRUE,
10.1002/ente.202301556,Technische Universität Braunschweig,Institute of Technical Chemistry Technische Universität Braunschweig  Hagenring 30 38106 Braunschweig Germany,Fakultät für Lebenswissenschaften,Chemie/Lebensmittelchemie,TRUE,
10.1093/cvr/cvae088.039,Technische Universität Braunschweig,"Technische Universität Braunschweig, Department of Bioinformatics and Biochemistry Braunschweig Integrated Centre of Systems Biology , Braunschweig , Germany",Braunschweig Integrated Centre of Systems Biology (BRICS),,TRUE,
10.1103/physrevb.110.054439,Technische Universität Braunschweig,Technische Universität Braunschweig,,,TRUE,Institut für Physik der kondensierten Materie
10.1038/s44172-024-00283-4,Technische Universität Braunschweig,"Institute of Semiconductor Technology (IHT) and Laboratory for Emerging Nanometrology (LENA), Technische Universität Braunschweig, Hans-Sommer-Str. 66, Braunschweig, Germany. e.peiner@tu-braunschweig.de",Carolo-Wilhelmina-Forschungszentren,,TRUE,
10.1016/j.jmmm.2020.167402,Technische Universität Braunschweig,"Institute of Electrical Measurement Science and Fundamental Electrical Engineering and Laboratory for Emerging Nanometrology (LENA), TU Braunschweig, D-38106 Braunschweig, Germany",Carolo-Wilhelmina-Forschungszentren,,TRUE,
10.1002/pamm.202000278,Technische Universität Braunschweig,Institut für Statik Technische Universität Braunschweig  Beethovenstr. 51 38106 Braunschweig,"Fakultät Architektur, Bauingenieurwesen und Umweltwissenschaften",Department Bauingenieurwesen und Umweltwissenschaften,TRUE,
10.1002/celc.202101116,Technische Universität Braunschweig,Institute of Environmental and Sustainable Chemistry Technische Universität Braunschweig  Hagenring 30 38106 Braunschweig Germany,Fakultät für Lebenswissenschaften,Chemie/Lebensmittelchemie,TRUE,
10.3390/aerospace11100801,Technische Universität Braunschweig,"Cluster of Excellence SE<sup>2</sup>A—Sustainable and Energy-Efficient Aviation, Technische Universität Braunschweig, 38108 Braunschweig, Germany",Fakultät für Maschinenbau,Forschungsbereich Luft- und Raumfahrttechnik,TRUE,
10.3390/drones5030063,Technische Universität Braunschweig,"Institute of Flight Guidance, Technical University of Braunschweig, 38106 Braunschweig, Germany",Fakultät für Maschinenbau,Forschungsbereich Luft- und Raumfahrttechnik,TRUE,
10.3390/plants11233264,Technische Universität Braunschweig,"Institut für Pflanzenbiologie, Technische Universität Braunschweig, Mendelssohnstraße 4, D-38106 Braunschweig, Germany",Fakultät für Lebenswissenschaften,Biologie/Biotechnologie,TRUE,
10.1080/09644008.2023.2198214,Technische Universität Braunschweig,"Comparative Politics and Public Policy (CoPPP), TU Braunschweig, Braunschweig, Germany",Carl-Friedrich-Gauß-Fakultät,Department für Sozialwissenschaften,TRUE,
10.1007/s42496-022-00118-5,Technische Universität Braunschweig,"Institute of Space Systems, TU Braunschweig, Braunschweig, Germany",Fakultät für Maschinenbau,Forschungsbereich Luft- und Raumfahrttechnik,TRUE,
10.1007/s13272-024-00760-8,Technische Universität Braunschweig,"Institute of Flight Guidance, Technische Universität Braunschweig, Hermann-Blenk-Str. 27, 38108, Brunswick, Germany",Fakultät für Maschinenbau,Forschungsbereich Luft- und Raumfahrttechnik,TRUE,
10.1007/s41064-023-00242-2,Technische Universität Braunschweig,"Institute of Flight Guidance, Technische Universität Braunschweig, Universitätsplatz 2, 38106, Braunschweig, Lower Saxony, Germany",Fakultät für Maschinenbau,Forschungsbereich Luft- und Raumfahrttechnik,TRUE,
10.5194/isprs-archives-xlviii-2-w8-2024-311-2024,Technische Universität Braunschweig,"Institute of Flight Guidance, Technische Universität Braunschweig, Brunswick, Germany",Fakultät für Maschinenbau,Forschungsbereich Luft- und Raumfahrttechnik,TRUE,
10.1515/dkp-2022-2013,Technische Universität Braunschweig,"Technische Universität Braunschweig, Institut für Bauwerkserhaltung und Tragwerk , Beethovenstr. 51, 38106 Braunschweig , Germany","Fakultät Architektur, Bauingenieurwesen und Umweltwissenschaften",Department Bauingenieurwesen und Umweltwissenschaften,TRUE,
10.1007/s10035-020-01060-8,Technische Universität Braunschweig,"Center of Pharmaceutical Engineering (PVZ), Technische Universität Braunschweig (TUBS), Franz-Liszt-Str. 35A, 38106, Braunschweig, Germany",Fakultät für Lebenswissenschaften,Pharmazie,TRUE,
10.1055/a-2435-8015,Technische Universität Braunschweig,"Institut für Psychologie, Technische Universität
                    Braunschweig",Fakultät für Lebenswissenschaften,Psychologie,TRUE,
10.1002/pan3.10567,Technische Universität Braunschweig,Julius Kühn?Institute Institute for National and International Plant Health  Braunschweig Germany,,,FALSE,Paper does not belong to TU Braunschweig
10.1007/s00216-020-02388-z,Technische Universität Braunschweig,"Institute of Food Chemistry, Technische Universität Braunschweig, Schleinitzstr. 20, 38106, Braunschweig, Germany. p.mischnick@tu-bs.de",Fakultät für Lebenswissenschaften,Chemie/Lebensmittelchemie,TRUE,
10.1002/ente.202200688,Technische Universität Braunschweig,elenia Institute for High Voltage Technology and Power Systems Technische Universität Braunschweig  38106 Braunschweig Germany,"Fakultät für Elektrotechnik, Informationstechnik, Physik",Institut für Hochspannungstechnik und Energiesysteme - elenia,TRUE,
10.1016/j.biocon.2020.108427,Technische Universität Braunschweig,"Institut für Geoökologie, TU Braunschweig, Langer Kamp 19c, 38106 Braunschweig, Germany","Fakultät Architektur, Bauingenieurwesen und Umweltwissenschaften",Department Bauingenieurwesen und Umweltwissenschaften,TRUE,
10.1109/tte.2022.3206031,Technische Universität Braunschweig,"Institute for Electrical Machines, Traction and Drives (IMAB), Technical University of Braunschweig, Brunswick, Germany","Fakultät für Elektrotechnik, Informationstechnik, Physik","Institut für Elektrische Maschinen, Antriebe und Bahnen",TRUE,
10.3390/magnetochemistry7040052,Technische Universität Braunschweig,"Institut für Physik der Kondensierten Materie, Technische Universität Braunschweig, 38106 Braunschweig, Germany","Fakultät für Elektrotechnik, Informationstechnik, Physik",Abteilung für Physik,TRUE,
10.3390/ph17030400,Technische Universität Braunschweig,"Technische Universität Braunschweig, Institut für Pharmazeutische Technologie und Biopharmazie, Mendelssohnstraße 1, 38106 Braunschweig, Germany",Fakultät für Lebenswissenschaften,Pharmazie,TRUE,
10.1109/tafe.2024.3469538,Technische Universität Braunschweig,"Technical University of Braunschweig, Braunschweig, Germany",,,TRUE,
10.1152/ajpcell.00126.2021,Technische Universität Braunschweig,"Department of Bioinformatics and Biochemistry, Braunschweig Integrated Center of Systems Biology, Technische Universität Braunschweig, Brunswick, Germany",Braunschweig Integrated Centre of Systems Biology (BRICS),,TRUE,
10.1007/s11612-020-00499-w,Technische Universität Braunschweig,"Institute for Communications Technology, Chair of Signal Processing and Machine Learning, Technische Universität Braunschweig, 38106, Braunschweig, Germany","Fakultät für Elektrotechnik, Informationstechnik, Physik",Institut für Nachrichtentechnik,TRUE,
10.1002/pamm.202400208,Technische Universität Braunschweig,Institute for Numerical Analysis TU Braunschweig Braunschweig Germany,Carl-Friedrich-Gauß-Fakultät,Department Mathematik,TRUE,
10.5194/tc-16-4727-2022,Technische Universität Braunschweig,"Technische UniversitÃ¤t Braunschweig, Institut fÃ¼r Geophysik und extraterrestrische Physik, Braunschweig, Germany","Fakultät für Elektrotechnik, Informationstechnik, Physik",Abteilung für Physik,TRUE,
10.1126/sciadv.abf5006,Technische Universität Braunschweig,"Institut für Strömungsmechanik, Technische Universität Braunschweig, Hermann-Blenk-Str. 37, 38108 Braunschweig, Germany",Fakultät für Maschinenbau,Forschungsbereich Luft- und Raumfahrttechnik,TRUE,
10.1063/5.0034239,Technische Universität Braunschweig,"Institute für Physikalische und Theoretische Chemie, Technische Universität Braunschweig, 38106 Braunschweig, Germany",Fakultät für Lebenswissenschaften,Chemie/Lebensmittelchemie,TRUE,
10.1121/10.0023218,Technische Universität Braunschweig,"Inst. for Acoust. and Dynam., TU Braunschweig, Bundesallee 100, Braunschweig 38116, Germany, stefan.jacob@ptb.de",,,FALSE,"Fakultät für Maschinenbau, Forschungsbereich Produktions- und Systemtechnik"
10.17705/1cais.05009,Technische Universität Braunschweig,"Technische Universität Braunschweig, Germany",,,TRUE,Carl-Friedrich-Gauß-Faculty
10.1007/s40684-021-00402-y,Technische Universität Braunschweig,"Institute of Machine Tools and Production Technology, Chair of Sustainable Manufacturing and Life Cycle Engineering, Technische Universität Braunschweig, Langer Kamp 19b, 38106, Braunschweig, Germany",Fakultät für Maschinenbau,Forschungsbereich Produktions- und Systemtechnik,TRUE,
10.26496/bjz.2013.123,Technische Universität Braunschweig,"Institut für Geosysteme und Bioindikation, Technische Universität Braunschweig, Langer Kamp 19c, 38106 Braunschweig, Germany","Fakultät Architektur, Bauingenieurwesen und Umweltwissenschaften",Department Bauingenieurwesen und Umweltwissenschaften,TRUE,
10.1002/andp.202300436,Technische Universität Braunschweig,Technische Universität Braunschweig Institut für Mathematische Physik Mendelssohnstraße 3 38106 Braunschweig Germany,"Fakultät für Elektrotechnik, Informationstechnik, Physik",Abteilung für Physik,TRUE,
10.1016/j.marpol.2020.104020,Technische Universität Braunschweig,"Landscape Ecology and Environmental Systems Analysis, Institute of Geoecology, Technische Universität Braunschweig, Langer Kamp 19c, 38106 Braunschweig, Germany","Fakultät Architektur, Bauingenieurwesen und Umweltwissenschaften",Department Bauingenieurwesen und Umweltwissenschaften,TRUE,
10.1515/auto-2021-0087,Technische Universität Braunschweig,"120139 Deutsches Zentrum für Luft- und Raumfahrt DLR , Institut für Flugführung , Lilienthalplatz 7 , Braunschweig , Germany",Fakultät für Maschinenbau,Forschungsbereich Luft- und Raumfahrttechnik,FALSE,Paper does not belong to TU Braunschweig
10.1016/j.cogsc.2021.100545,Technische Universität Braunschweig,"Institut für Anorganische und Analytische Chemie, Technische Universität Braunschweig, Hagenring 30, Braunschweig, 38106, Germany",Fakultät für Lebenswissenschaften,Chemie/Lebensmittelchemie,TRUE,
10.1016/j.isci.2022.105522,Technische Universität Braunschweig,"Institute for Biochemistry, Biotechnology and Bioinformatics, Technische Universität Braunschweig, 38106 Braunschweig, Germany",Fakultät für Lebenswissenschaften,Biologie/Biotechnologie,TRUE,
