doi,parent_name,raw_affiliation_string,fak_name,dept_name
10.1055/a-1657-9676,Carl von Ossietzky Universität Oldenburg,"Department für Versorgungsforschung, Carl von Ossietzky Universität Oldenburg, Oldenburg, Deutschland",Fakultät VI - Medizin und Gesundheitswissenschaften,Department für Versorgungsforschung
10.3390/jcm12010296,Carl von Ossietzky Universität Oldenburg,"Carl von Ossietzky University of Oldenburg, University Clinic for Gynecology, Pius-Hospital, 26121 Oldenburg, Germany",Fakultät VI - Medizin und Gesundheitswissenschaften,Department für Humanmedizin
10.14321/realanalexch.1721604244,Carl von Ossietzky Universität Oldenburg,"Carl von Ossietzky Universität Oldenburg, D-26111 Oldenburg, Germany",,
10.1029/2024jg008199,Carl von Ossietzky Universität Oldenburg,ICBM‐MPI Bridging Group for Marine Geochemistry Institute for Chemistry and Biology of the Marine Environment Carl von Ossietzky University  Oldenburg Germany,Fakultät V - Mathematik und Naturwissenschaften,Institut für Chemie (IfC)
10.1016/j.jaci.2023.04.018,Carl von Ossietzky Universität Oldenburg,"University Clinic of Dermatology and Allergy, University of Oldenburg, Oldenburg, Germany",Fakultät VI - Medizin und Gesundheitswissenschaften,Department für Humanmedizin
10.1186/s40479-019-0115-2,Carl von Ossietzky Universität Oldenburg,"1Department of Psychology, Biological Psychology Lab, European Medical School, University of Oldenburg, Oldenburg, Germany",Fakultät VI - Medizin und Gesundheitswissenschaften,Department für Psychologie
10.3390/catal11070841,Carl von Ossietzky Universität Oldenburg,"Institute of Chemistry, Carl von Ossietzky University Oldenburg, Carl-von-Ossietzky Str. 9-11, 26129 Oldenburg, Germany",Fakultät V - Mathematik und Naturwissenschaften,Institut für Chemie (IfC)
10.1021/acs.jpcc.3c05014,Carl von Ossietzky Universität Oldenburg,"Institute of Chemistry, University of Oldenburg, Carl-von-Ossietzky-St. 9-11, 26129 Oldenburg, Germany",Fakultät V - Mathematik und Naturwissenschaften,Institut für Chemie (IfC)
10.3389/fsurg.2022.823219,Carl von Ossietzky Universität Oldenburg,"Division of Oto-Rhino-Laryngology, Evangelisches Krankenhaus Oldenburg, Research Center of Neurosensory Sciences, University Oldenburg, Oldenburg, Germany",Forschungszentrum Neurosensorik,
10.1002/cbic.202200584,Carl von Ossietzky Universität Oldenburg,Institute for Chemistry and Biology of the Marine Environment (ICBM) Organic Geochemistry Carl von Ossietzky University Oldenburg  26129 Oldenburg Germany,Fakultät V - Mathematik und Naturwissenschaften,Institut für Chemie (IfC)
10.3389/fspor.2023.1279543,Carl von Ossietzky Universität Oldenburg,"Institute of Sport Science, Carl von Ossietzky Universität Oldenburg, Oldenburg, Germany",Fakultät IV - Human- und Gesellschaftswissenschaften,Institut für Sportwissenschaft
10.1080/1755182x.2020.1721846,Carl von Ossietzky Universität Oldenburg,"Institute of History, Carl von Ossietzky University of Oldenburg, Oldenburg, Germany",Fakultät IV - Human- und Gesellschaftswissenschaften,Institut für Geschichte
10.3389/fmars.2022.786787,Carl von Ossietzky Universität Oldenburg,"Helmholtz Institute for Functional Marine Biodiversity, Carlvon Ossietzky University of Oldenburg, Oldenburg, Germany",Helmholtz-Institut für Funktionelle Marine Biodiversität,
10.1038/s42003-021-02581-5,Carl von Ossietzky Universität Oldenburg,"Helmholtz Institute for Functional Marine Biodiversity (HIFMB), Oldenburg, Germany. bettina.meyer@awi.de",Helmholtz-Institut für Funktionelle Marine Biodiversität,
10.3390/app112210788,Carl von Ossietzky Universität Oldenburg,"Acoustics Group, Cluster of Excellence—Hearing4all, Carl von Ossietzky University of Oldenburg, 26129 Oldenburg, Germany",Fakultät VI - Medizin und Gesundheitswissenschaften,Department Medizinische Physik und Akustik
10.3390/rs13081487,Carl von Ossietzky Universität Oldenburg,"Department of Computing Science, Carl von Ossietzky University of Oldenburg, Ammerländer Heerstraße 114-118, 26129 Oldenburg, Germany","Fakultät II - Informatik, Wirtschafts- und Rechtswissenschaften",Department für Informatik
10.1051/aacus/2021051,Carl von Ossietzky Universität Oldenburg,"Medizinische Physik & Cluster of Excellence Hearing4All, Universität Oldenburg, 26111 Oldenburg, Germany",Fakultät VI - Medizin und Gesundheitswissenschaften,Department Medizinische Physik und Akustik
10.1007/s00399-022-00854-y,Carl von Ossietzky Universität Oldenburg,"Department für Versorgungsforschung, Fakultät VI – Medizin und Gesundheitswissenschaften, Universität Oldenburg, Oldenburg, Deutschland",Fakultät VI - Medizin und Gesundheitswissenschaften,Department für Versorgungsforschung
10.35998/oe-2023-030,Carl von Ossietzky Universität Oldenburg,"(1974), Prof. Dr. theol. habil., Dr. phil., Professor für Religionspädagogik am Institut für Ev. Theologie und Religionspädagogik der Universität Oldenburg",Fakultät IV - Human- und Gesellschaftswissenschaften,Institut für Evangelische Theologie und Religionspädagogik
10.1016/j.ridd.2021.103931,Carl von Ossietzky Universität Oldenburg,"Department of Health Services Research, Carl von Ossietzky University Oldenburg, Ammerländer Heerstr. 140, 26129 Oldenburg, Germany. Electronic address: lara.frederike.buerki@uni-oldenburg.de",Fakultät VI - Medizin und Gesundheitswissenschaften,Department für Versorgungsforschung
10.1002/anie.202100778,Carl von Ossietzky Universität Oldenburg,Institute of Chemistry University of Oldenburg  26111 Oldenburg Germany,Fakultät V - Mathematik und Naturwissenschaften,Institut für Chemie (IfC)
10.1055/s-0039-3403364,Carl von Ossietzky Universität Oldenburg,Carl von Ossietzky Universität Oldenburg; Pius Hospital; Universitätsklinik Innere Medizin – Onkologie,Universitätsmedizin Oldenburg,
10.3390/toxics10050244,Carl von Ossietzky Universität Oldenburg,"Environmental Biochemistry, Institute for Chemistry and Biology of the Marine Environment (ICBM), Carl von Ossietzky University Oldenburg, Schleusenstr. 1, 26382 Wilhelmshaven, Germany",Fakultät V - Mathematik und Naturwissenschaften,Institut für Chemie (IfC)
10.1016/j.jad.2022.01.043,Carl von Ossietzky Universität Oldenburg,"Department of Psychology, Division for Psychological Methods and Statistics, Carl von Ossietzky University Oldenburg, Germany",Fakultät VI - Medizin und Gesundheitswissenschaften,Department für Psychologie
10.1016/j.msom.2021.10.020,Carl von Ossietzky Universität Oldenburg,"Helmholtz Institute for Functional Marine Biodiversity (HIFMB) at the University of Oldenburg, Oldenburg, 26111, Allemagne",Helmholtz-Institut für Funktionelle Marine Biodiversität,
10.1002/pmic.202100404,Carl von Ossietzky Universität Oldenburg,"Biodiversity and Biological Processes in Polar Oceans, Institute for Chemistry and Biology of the Marine Environment (ICBM), Carl von Ossietzky University of Oldenburg, Oldenburg, Germany",Fakultät V - Mathematik und Naturwissenschaften,Institut für Biologie und Umweltwissenschaften (IBU)
10.17645/si.v11i1.5875,Carl von Ossietzky Universität Oldenburg,"Institute for Social Sciences, Carl von Ossietzky University of Oldenburg, Germany",Fakultät I - Bildungs- und Sozialwissenschaften,Institut für Sozialwissenschaften
10.1145/3434401,Carl von Ossietzky Universität Oldenburg,"Carl von Ossietzky University of Oldenburg, Germany",,
10.1021/acs.est.1c03163,Carl von Ossietzky Universität Oldenburg,"Research Group for Marine Geochemistry (ICBM-MPI Bridging Group), Institute for Chemistry and Biology of the Marine Environment (ICBM), University of Oldenburg, Carl-von-Ossietzky-Street 9-11, Oldenburg 26129, Germany",Fakultät V - Mathematik und Naturwissenschaften,Institut für Chemie (IfC)
10.1080/14992027.2020.1728401,Carl von Ossietzky Universität Oldenburg,"Medizinische Physik, Universität Oldenburg, Oldenburg, Germany;",Fakultät VI - Medizin und Gesundheitswissenschaften,Department Medizinische Physik und Akustik
10.1111/nrm.12355,Carl von Ossietzky Universität Oldenburg,Institute for Chemistry and Biology of the Marine Environment Carl von Ossietzky Universität Oldenburg Oldenburg Germany,Fakultät V - Mathematik und Naturwissenschaften,Institut für Chemie (IfC)
10.1088/1361-6382/ab74f9,Carl von Ossietzky Universität Oldenburg,"Institut für Physik, Universität Oldenburg, Postfach 2503, D-26111 Oldenburg, Germany",Fakultät V - Mathematik und Naturwissenschaften,Institut für Physik (IFP)
10.1002/chem.202002977,Carl von Ossietzky Universität Oldenburg,"Institut für Chemie Carl von Ossietzky Universität Oldenburg  Carl von Ossietzky-Str. 9–11 26129 Oldenburg Germany, European Union",Fakultät V - Mathematik und Naturwissenschaften,Institut für Chemie (IfC)
10.3389/fopht.2023.1334602,Carl von Ossietzky Universität Oldenburg,"CeNaD – Center for Nanoscale Dynamics, University of Oldenburg, Oldenburg, Germany",Fakultät V - Mathematik und Naturwissenschaften,Institut für Physik (IFP)
10.1098/rspb.2019.2788,Carl von Ossietzky Universität Oldenburg,"AG ‘Sensory Biology of Animals’, University Oldenburg, Oldenburg 26111, Germany",Forschungszentrum Neurosensorik,
10.1080/09500693.2022.2067365,Carl von Ossietzky Universität Oldenburg,"Institute of Chemistry, Chemistry Education, University of Oldenburg, Germany",Fakultät V - Mathematik und Naturwissenschaften,Institut für Chemie (IfC)
10.1039/d4ce00823e,Carl von Ossietzky Universität Oldenburg,"Carl von Ossietzky University of Oldenburg, Institute of Chemistry, Carl von Ossietzky St. 9-11, D-26129 Oldenburg, Germany",Fakultät V - Mathematik und Naturwissenschaften,Institut für Chemie (IfC)
10.1038/s41598-024-67999-3,Carl von Ossietzky Universität Oldenburg,"Helmholtz Institute for Functional Marine Biodiversity at the University of Oldenburg (HIFMB), Ammerländer Heerstrasse 231, 26129, Oldenburg, Germany. bettina.meyer@awi.de",Helmholtz-Institut für Funktionelle Marine Biodiversität,
10.1007/s00415-024-12503-0,Carl von Ossietzky Universität Oldenburg,"Research Center of Neurosensory Science, Carl Von Ossietzky University of Oldenburg, Oldenburg, Germany",Forschungszentrum Neurosensorik,
10.1186/s12961-023-01039-w,Carl von Ossietzky Universität Oldenburg,"Department of Special Needs Education and Rehabilitation, Carl Von Ossietzky University of Oldenburg, Oldenburg, Germany. hoekstra@uni-bremen.de",Fakultät I - Bildungs- und Sozialwissenschaften,Institut für Sonder- und Rehabilitatiospädagogik
10.1159/000513383,Carl von Ossietzky Universität Oldenburg,"General and Molecular Microbiology, Institute for Chemistry and Biology of the Marine Environment (ICBM), Carl von Ossietzky University of Oldenburg, Oldenburg, Germany, rabus@icbm.de",Fakultät V - Mathematik und Naturwissenschaften,Institut für Chemie (IfC)
10.1002/cphc.202300370,Carl von Ossietzky Universität Oldenburg,Institut für Chemie Universität Oldenburg  Carl-von-Ossietzky-Strasse 9–11 26129 Oldenburg Germany,Fakultät V - Mathematik und Naturwissenschaften,Institut für Chemie (IfC)
10.1016/j.neuroscience.2019.12.046,Carl von Ossietzky Universität Oldenburg,"Biological Psychology, Department of Psychology, School of Medicine and Health Sciences, Carl von Ossietzky Universität Oldenburg, 26111 Oldenburg, Germany; Cluster of Excellence ""Hearing4all"", Carl von Ossietzky Universität Oldenburg, 26111 Oldenburg, Germany",Fakultät VI - Medizin und Gesundheitswissenschaften,Department für Psychologie
10.1111/padm.12739,Carl von Ossietzky Universität Oldenburg,Institute for Social Sciences University of Oldenburg Oldenburg Germany,Fakultät I - Bildungs- und Sozialwissenschaften,Institut für Sozialwissenschaften
10.1016/j.marenvres.2020.105081,Carl von Ossietzky Universität Oldenburg,"Senckenberg am Meer, Dept. for Marine Research, Südstrand 40, 26382, Wilhelmshaven, Germany; Institute for Chemistry and Biology of the Marine Environment, University of Oldenburg, Schleusenstr 1, 26382, Wilhelmshaven, Germany",Fakultät V - Mathematik und Naturwissenschaften,Institut für Chemie (IfC)
10.1080/13676261.2020.1865525,Carl von Ossietzky Universität Oldenburg,"Institute for Social Sciences, Carl von Ossietzky University of Oldenburg, Oldenburg, Germany",Fakultät I - Bildungs- und Sozialwissenschaften,Institut für Sozialwissenschaften
10.3389/fmars.2020.573570,Carl von Ossietzky Universität Oldenburg,"Institute for Chemistry and Biology of the Marine Environment (ICBM), Carl von Ossietzky University of Oldenburg, Oldenburg, Germany",Fakultät V - Mathematik und Naturwissenschaften,Institut für Chemie (IfC)
10.3390/ijms24086885,Carl von Ossietzky Universität Oldenburg,"Perinatal Neurobiology Research Group, School of Medicine and Health Sciences, Carl von Ossietzky University of Oldenburg, 26111 Oldenburg, Germany",Fakultät VI - Medizin und Gesundheitswissenschaften,Department für Humanmedizin
10.1016/j.heares.2024.109023,Carl von Ossietzky Universität Oldenburg,"Department of Otolaryngology, Head and Neck Surgery, Carl von Ossietzky University of Oldenburg, Germany",Fakultät VI - Medizin und Gesundheitswissenschaften,Department für Humanmedizin
10.5603/arm.a2020.0073,Carl von Ossietzky Universität Oldenburg,"Medical Campus University of Oldenburg, European Medical School, Department of Internal Medicine and Intensive Care Medicine, Evangelisches Krankenhaus Oldenburg, Oldenburg, Germany",Universitätsmedizin Oldenburg,
10.3389/fragi.2021.761333,Carl von Ossietzky Universität Oldenburg,"Department for Neuroscience, School of Medicine and Health Sciences, Carl von Ossietzky University Oldenburg, Oldenburg, Germany",Fakultät VI - Medizin und Gesundheitswissenschaften,Department für Neurowissenschaften
10.1038/s41586-024-07396-y,Carl von Ossietzky Universität Oldenburg,"Institute for Chemistry and Biology of the Marine Environment (ICBM), School of Mathematics and Science, Carl von Ossietzky Universität Oldenburg, Oldenburg, Germany. gerrit.wienhausen@uni-oldenburg.de",Fakultät V - Mathematik und Naturwissenschaften,Institut für Chemie (IfC)
10.1016/j.brs.2020.06.008,Carl von Ossietzky Universität Oldenburg,"Experimental Psychology Lab, Department of Psychology, Cluster of Excellence ""Hearing4all"", European Medical School, Carl von Ossietzky University Oldenburg, Oldenburg, 26129, Germany",Fakultät VI - Medizin und Gesundheitswissenschaften,Department für Psychologie
10.1007/s00417-022-05641-6,Carl von Ossietzky Universität Oldenburg,"Department of Ophthalmology, Pius-Hospital, Carl Von Ossietzky University, Oldenburg, Germany",Fakultät VI - Medizin und Gesundheitswissenschaften,Department für Humanmedizin
10.3389/fnetp.2022.834057,Carl von Ossietzky Universität Oldenburg,"Helmholtz Institute for Functional Marine Biodiversity, Carl von Ossietzky University of Oldenburg, Oldenburg, Germany",Helmholtz-Institut für Funktionelle Marine Biodiversität,
10.1016/j.cortex.2020.04.022,Carl von Ossietzky Universität Oldenburg,"Biological Psychology, Department of Psychology, School of Medicine and Health Sciences, Carl von Ossietzky Universität Oldenburg, Oldenburg, Germany; Cluster of Excellence ""Hearing4all"", Carl von Ossietzky Universität Oldenburg, Oldenburg, Germany. Electronic address: Stephanie.rosemann@uni-oldenburg.de",Fakultät VI - Medizin und Gesundheitswissenschaften,Department für Psychologie
10.26538/tjpps/v3i5.5,Carl von Ossietzky Universität Oldenburg,Carl von Ossietzky Universität Oldenburg,,
10.1111/rec.14073,Carl von Ossietzky Universität Oldenburg,Helmholtz Institute for Functional Marine Biodiversity (HIFMB) University of Oldenburg Oldenburg 26129 Germany,Helmholtz-Institut für Funktionelle Marine Biodiversität,
10.1016/j.tim.2023.08.012,Carl von Ossietzky Universität Oldenburg,"Helmholtz Institute for Functional Marine Biodiversity (HIFMB), Oldenburg, Germany; Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research (AWI), Bremerhaven, Germany",Helmholtz-Institut für Funktionelle Marine Biodiversität,
10.1002/lom3.10605,Carl von Ossietzky Universität Oldenburg,"Helmholtz Institute for Functional Marine Biodiversity (HIFMB), Carl von Ossietzky University of Oldenburg  Oldenburg Germany",Helmholtz-Institut für Funktionelle Marine Biodiversität,
10.1016/j.ecoenv.2024.117259,Carl von Ossietzky Universität Oldenburg,"Institute for Chemistry and Biology of the Marine Environment (ICBM), University of Oldenburg, Carl von Ossietzky Str. 9-11, Oldenburg 26129, Germany; Center for Marine Sensors, Institute for Chemistry and Biology of the Marine Environment (ICBM), University of Oldenburg, Wilhelmshaven, Germany. Electronic address: adenike.adenaya@uol.de",Fakultät V - Mathematik und Naturwissenschaften,Institut für Chemie (IfC)
10.1007/s11377-022-00665-0,Carl von Ossietzky Universität Oldenburg,"Universitätsklinik für Allgemein- und Viszeralchirurgie, Klinikum Oldenburg AöR, Rahel-Straus-Str. 10, 26133, Oldenburg, Deutschland",Universitätsmedizin Oldenburg,
10.1097/hjh.0000000000003360,Carl von Ossietzky Universität Oldenburg,"Department of Cardiology, University of Oldenburg, Klinikum Oldenburg",Fakultät VI - Medizin und Gesundheitswissenschaften,Department für Humanmedizin
10.1111/ecog.05945,Carl von Ossietzky Universität Oldenburg,"Inst. for Chemistry and Biology of the Marine Environment, Univ. of Oldenburg, Wilhelmshaven, Germany",Fakultät V - Mathematik und Naturwissenschaften,Institut für Chemie und Biologie des Meeres (ICBM)
10.1121/10.0022969,Carl von Ossietzky Universität Oldenburg,"Medical Phys. and Cluster of Excellence Hearing4all, Carl von Ossietzky Universität Oldenburg, Oldenburg, Germany",Fakultät VI - Medizin und Gesundheitswissenschaften,Department Medizinische Physik und Akustik
10.1121/10.0019631,Carl von Ossietzky Universität Oldenburg,"Cluster of Excellence “Hearing4all” and Research Centre Neurosensory Science, Department of Neuroscience, School of Medicine and Health Science, Carl von Ossietzky University Oldenburg 3 , 26111 Oldenburg, Germany",Fakultät VI - Medizin und Gesundheitswissenschaften,Department für Neurowissenschaften
