doi,parent_name,raw_affiliation_string,fak_name,dept_name,validation,comment 
10.5964/jbdgm.89,"Hochschule für Musik, Theater und Medien Hannover","Musikwissenschaftliches Institut, Hochschule für Musik, Theater und Medien Hannover, Hannover, Deutschland. Goldsmiths College, University of London, London, Großbritannien",Musikwissenschaftliches Institut,,TRUE,
10.1007/s00702-023-02689-4,"Hochschule für Musik, Theater und Medien Hannover","Institute of Music Physiology and Musicians' Medicine, University of Music, Drama and Media Hannover, Hannover, Germany",Institut für Musikphysiologie und Musikermedizin,,TRUE,
10.1080/15213269.2023.2253732,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research, Hanover University of Music, Drama, and Media, Hannover, Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.1186/s12913-022-08172-2,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research, Drama and Media, Hanover University of Music, Hannover, Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.1080/08870446.2024.2352064,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research, Hanover University of Music, Drama and Media, Hanover, Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.1177/20592043221105270,"Hochschule für Musik, Theater und Medien Hannover","Hanover University of Music, Drama and Media, Hanover, Germany",,,TRUE,
10.1016/j.pec.2023.107675,"Hochschule für Musik, Theater und Medien Hannover","Hanover Center for Health Communication, University of Music, Drama & Media, Hanover, Germany",,,TRUE,
10.1080/08838151.2022.2061491,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research, Hanover University of Music, Drama and Media, Hannover, Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.26034/vd.jrea.2023.3587,"Hochschule für Musik, Theater und Medien Hannover",Hochschule für Musik Theater und Medien Hannover (hmtmh),,,TRUE,
10.1093/ijpor/edae046,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research, University of Music, Drama and Media , Hannover , Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.3389/fmed.2024.1363979,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research, Hannover University of Music, Drama, and Media, Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.1111/papr.13200,"Hochschule für Musik, Theater und Medien Hannover","Institute of Music Physiology and Musician's Medicine University of Music, Drama, and Media  Hannover Germany",Institut für Musikphysiologie und Musikermedizin,,TRUE,
10.31751/p.184,"Hochschule für Musik, Theater und Medien Hannover","Hochschule für Musik, Theater und Medien Hannover",,,TRUE,
10.1016/j.neuroimage.2021.118251,"Hochschule für Musik, Theater und Medien Hannover","Institute of Music Physiology and Musicians' Medicine, Emmichplatz 1, 30175 Hannover, Germany",Institut für Musikphysiologie und Musikermedizin,,TRUE,
10.26034/vd.jrea.2024.4720,"Hochschule für Musik, Theater und Medien Hannover","Hochschule für Musik, Theater und Medien Hannover (HMTMH)",,,TRUE,
10.3167/proj.2020.140202,"Hochschule für Musik, Theater und Medien Hannover","Dept. of Journalism and Communication Research, Hanover University of Music, Drama and Media (Germany) daniel.possler@ijk.hmtm-hanniver.de",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.5334/tohm.687,"Hochschule für Musik, Theater und Medien Hannover","Institute of Music Physiology and Musician’s Medicine, Hannover University of Music, Drama and Media, Hannover",Institut für Musikphysiologie und Musikermedizin,,TRUE,
10.31751/p.75,"Hochschule für Musik, Theater und Medien Hannover","Hanover University of Music, Drama and Media",,,TRUE,
10.2196/44024,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research, University of Music, Drama and Media Hanover, Hanover, Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.1016/j.jpain.2023.09.003,"Hochschule für Musik, Theater und Medien Hannover","Institute of Music Physiology and Musician's Medicine, Drama, and Media, Hannover, Germany",Institut für Musikphysiologie und Musikermedizin,,TRUE,
10.1371/journal.pone.0295503,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research, Hanover University of Music, Drama, and Media, Hanover, Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.31751/p.75,"Hochschule für Musik, Theater und Medien Hannover","Hochschule für Musik, Theater und Medien Hannover",,,TRUE,Proceedings
10.3389/fcomm.2023.1308281,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research, Hanover University of Music, Drama and Media, Hanover, Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.1080/10410236.2023.2258597,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research, Hanover University of Music, Drama and Media",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.1016/j.toxicon.2021.11.106,"Hochschule für Musik, Theater und Medien Hannover","The Institute of Music Physiology and Musicians' Medicine of the University of Music and Drama in Hannover, Hannover, Germany",Institut für Musikphysiologie und Musikermedizin,,TRUE,
10.5965/2525530406022021315,"Hochschule für Musik, Theater und Medien Hannover","Hanover University of Music, Drama and Media",,,TRUE,
10.1007/s00103-020-03144-5,"Hochschule für Musik, Theater und Medien Hannover","Institut für Journalistik und Kommunikationsforschung, Hochschule für Musik, Theater und Medien Hannover, Expo Plaza 12, 30539, Hannover, Deutschland",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.33871/23179937.2020.8.1.1-10,"Hochschule für Musik, Theater und Medien Hannover","Hochschule für Musik, Theater und Medien Hannover (Germany)",,,TRUE,
10.1016/j.toxicon.2024.107488,"Hochschule für Musik, Theater und Medien Hannover","The Institute of Music Physiology and Musicians’ Medicine of the University of Music and Drama in Hannover, Hannover, Germany",Institut für Musikphysiologie und Musikermedizin,,TRUE,
10.31751/p.210,"Hochschule für Musik, Theater und Medien Hannover","Hanover University of Music, Drama and Media",,,TRUE,
10.1093/brain/awac356,"Hochschule für Musik, Theater und Medien Hannover","Institute of Music Physiology and Musicians’ Medicine, Hannover University of Music, Drama and Media , 30175 Hannover , Germany",Institut für Musikphysiologie und Musikermedizin,,TRUE,
10.1007/s11616-020-00578-4,"Hochschule für Musik, Theater und Medien Hannover","Hochschule für Musik, Theater und Medien Hannover, Neues Haus 1, 30175, Hannover, Deutschland",,,TRUE,
10.1002/mds.27985,"Hochschule für Musik, Theater und Medien Hannover","Institute for Music Physiology and Musicians' Medicine, Hannover University of Music, Drama, and Media, Hannover, Germany",Institut für Musikphysiologie und Musikermedizin,,TRUE,
10.1093/ijpor/edad040,"Hochschule für Musik, Theater und Medien Hannover","Hanover University of Music, Drama and Media (Department of Journalism and Communication Research, laboratory, de (Tut.: Hanover University of Music, Drama and Media) - Expo-Plaza 12 30539 Hannover Germany - Germany)",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.1111/1475-6765.12646,"Hochschule für Musik, Theater und Medien Hannover","Hochschule fu?r Musik, Theater und Medien Hannover, Germany",,,TRUE,
10.1007/s00127-024-02660-y,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research, Hannover University of Music, Drama, and Media, Hannover, Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.1525/mp.2023.41.2.77,"Hochschule für Musik, Theater und Medien Hannover","Goldsmiths, University of London, London, United Kingdom & Hochschule für Musik, Theater und Medien, Hannover, Germany",,,TRUE,
10.1080/17459737.2024.2429379,"Hochschule für Musik, Theater und Medien Hannover","Hochschule für Musik, Theater und Medien Hannover (HMTMH), Universität der Künste Berlin (UdK), Germany",,,TRUE,
10.3389/fnins.2021.696240,"Hochschule für Musik, Theater und Medien Hannover","Institute for Music Physiology and Musicians' Medicine, Hanover University of Music, Drama and Media, Hanover, Germany",Institut für Musikphysiologie und Musikermedizin,,TRUE,
10.1016/j.pec.2023.107675,"Hochschule für Musik, Theater und Medien Hannover","Hanover Center for Health Communication, University of Music, Drama & Media, Hanover, Germany. Electronic address: charlotte.schrimpff@ijk.hmtm-hannover.de",,,TRUE,
10.1177/15554120211005241,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research (IJK), Hanover University of Music, Drama and Media, Hannover, Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.1523/jneurosci.1583-22.2022,"Hochschule für Musik, Theater und Medien Hannover","2Institute of Music Physiology and Musicians' Medicine, Hannover University of Music Drama and Media, Hannover 30175, Germany",Institut für Musikphysiologie und Musikermedizin,,TRUE,
10.71045/musau.2025.si.17,"Hochschule für Musik, Theater und Medien Hannover","Hanover University of Music, Drama and Media",,,TRUE,
10.1080/08870446.2024.2352064,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research, Hanover University of Music, Drama and Media",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.1080/10810730.2023.2268562,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research, Hanover University of Music, Drama, Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.1186/s12889-023-14998-0,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research, Hanover University of Music, Drama and Media, Expo Plaza 12, 30539, Hannover, Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.1371/journal.pone.0262200,"Hochschule für Musik, Theater und Medien Hannover","Hochschule für Musik, Theater und Medien, Hannover, Germany",,,TRUE,
10.21091/mppa.2020.4032,"Hochschule für Musik, Theater und Medien Hannover","University of Music, Drama, and Media Hannover, Institute of Music Physiology and Musicians' Medicine, Neues Haus 1, 30161 Hannover, Germany. Tel +49(0)511/3100-552. j.matt.mccrary@gmail.com",Institut für Musikphysiologie und Musikermedizin,,TRUE,
10.21091/mppa.2024.2011,"Hochschule für Musik, Theater und Medien Hannover","Institute of Music Physiology and Musicians' Medicine, Hannover University of Music, Drama and Media, Neues Haus 1, 30175 Hannover, Germany. eckart.altenmueller@hmtm-hannover.de",Institut für Musikphysiologie und Musikermedizin,,TRUE,
10.2196/25963,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research, Hanover University of Music, Drama and Media, Hanover, Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.1080/17512786.2023.2178025,"Hochschule für Musik, Theater und Medien Hannover","Hanover University of Music, Drama and Media, Hanover, Germany",,,TRUE,
10.1093/hcr/hqac021,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research, Hanover University for Music, Drama, and Media , Expo Plaza 12, 30539 Hanover, Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.62563/bem.v2020188,"Hochschule für Musik, Theater und Medien Hannover","Hochschule für Musik, Theater und Medien Hannover",,,TRUE,
10.1007/s00103-023-03757-6,"Hochschule für Musik, Theater und Medien Hannover","Institut für Journalistik und Kommunikationsforschung, Hochschule für Musik, Theater und Medien Hannover, Hannover, Deutschland",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.62563/bem.v2024236,"Hochschule für Musik, Theater und Medien Hannover","Hochschule für Musik, Theater und Medien Hannover",,,TRUE,
10.1027/1864-1105/a000275,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research, 					Hanover University of Music, Drama and Media, Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.62563/bem.v2021197,"Hochschule für Musik, Theater und Medien Hannover","Hochschule für Musik, Theater und Medien, Hannover",,,TRUE,
10.1093/ijpor/edad040,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research, Hanover University of Music, Drama and Media , Hannover , Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.3389/fpsyg.2022.1056892,"Hochschule für Musik, Theater und Medien Hannover","Institute of Music Physiology and Musicians' Medicine, Hanover University of Music, Drama and Media, Hanover, Germany",Institut für Musikphysiologie und Musikermedizin,,TRUE,
10.1027/1864-1105/a000330,"Hochschule für Musik, Theater und Medien Hannover","PhD in Communication Science from Hanover University of Music, Drama and Media, Germany",,,FALSE,"Paper  does not belong to Hochschule für Musik, Theater und Medien Hannover"
10.11646/zootaxa.5115.4.2,"Hochschule für Musik, Theater und Medien Hannover","University of Veterinary Medicine Hannover, ITZ, Division of Ecology and Evolution, Bnteweg 17d, 30559 Hannover, Germany 2American Museum of Natural History, Division of Invertebrate Zoology, Central Park West, W 81st Street, New York, NY 10024, USA. wiebke.feindt@ecolevol.de",,,FALSE,"Paper  does not belong to Hochschule für Musik, Theater und Medien Hannover"
10.1177/10755470241308532,"Hochschule für Musik, Theater und Medien Hannover","Hanover University of Music, Drama and Media, Germany",,,TRUE,Institut für Journalistik und Kommunikationsforschung
10.31751/p.184,"Hochschule für Musik, Theater und Medien Hannover","Hanover University of Music, Drama and Media",,,TRUE,
10.1525/mp.2022.39.4.401,"Hochschule für Musik, Theater und Medien Hannover","Hochschule für Musik, Theater und Medien, Hanover, Germany",,,TRUE,Musikwissenschaftliches Institut
10.3390/brainsci13060908,"Hochschule für Musik, Theater und Medien Hannover","Institute of Music Physiology and Musicians' Medicine, University of Music, Drama and Media Hannover, 30175 Hanover, Germany",Institut für Musikphysiologie und Musikermedizin,,TRUE,
10.1007/s00702-021-02312-4,"Hochschule für Musik, Theater und Medien Hannover","Institute of Music Physiology and Musicians' Medicine, Hanover University of Music, Drama and Media, Hannover, Germany",Institut für Musikphysiologie und Musikermedizin,,TRUE,
10.3758/s13428-023-02188-0,"Hochschule für Musik, Theater und Medien Hannover","Hanover Music Lab, Hanover University of Music, Drama and Media, Neues Haus 1, 30175, Hannover, Germany",Institut zur Früh-Förderung musikalisch Hochbegabter,,TRUE,"I am not sure, Hanover Music Lab is not in the GERIT database"
10.1016/j.pec.2024.108230,"Hochschule für Musik, Theater und Medien Hannover","Institute for Journalism and Communication Research, University of Music, Drama and Media Hannover, Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.31751/p.210,"Hochschule für Musik, Theater und Medien Hannover","Hochschule für Musik, Theater und Medien Hannover",,,TRUE,
10.1515/commun-2023-0014,"Hochschule für Musik, Theater und Medien Hannover","Hanover University of Music, Drama and Media, Germany Hannover Germany",,,TRUE,
10.1007/s00432-023-04820-0,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research, Hannover University of Music, Drama, and Media, Germany, Expo Plaza 12, 30539, Hannover, Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
