id,raw_affiliation_string,in_oal_missing,in_kb_missing,validation,comment
https://openalex.org/W4379798224,"Laboratory for Biosystems Engineering, Faculty of Agricultural Sciences and Landscape Architecture, Osnabrück University of Applied Sciences, Oldenburger Landstraße 24, 49090, Osnabrück, Germany",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,False,Hochschule Osnabrück
https://openalex.org/W4311572457,"Institute for Community Medicine, University Medicine, Greifswald, Germany. maren.leiz@jade-hs.de",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,True?,
https://openalex.org/W3016978909,"University of Applied Sciences and Arts Hannover, Faculty 2, Department of Bioprocess Engineering, Microbiology, 30453 Hanover, Germany; Chamber of Agriculture Lower Saxony, Udder Health Service, 26121 Oldenburg, Germany",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,False,Hochschule Hannover
https://openalex.org/W4286267102,"Institute for Applied Photogrammetry and Geoinformatics (IAPG), University of Applied Sciences, Oldenburg, Germany",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,True,
https://openalex.org/W4385580452,"Faculty of Agricultural Sciences and Landscape Architecture, Hochschule Osnabrück - University of Applied Sciences, Oldenburger Landstraße 24, D-49090, Osnabrück, Germany",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,False,Hochschule Osnabrück
https://openalex.org/W4367835233,"Laboratory for Biosystems Engineering, Faculty of Agricultural Sciences and Landscape Architecture, Osnabrück University of Applied Sciences, Oldenburger Landstraße 24, 49090, Osnabrück, Germany",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,False,Hochschule Osnabrück
https://openalex.org/W3033343332,"Faculty of Agricultural Science and Landscape Architecture, Fruit Science, University of Applied Sciences Osnabrück, Oldenburger Landstr. 24, 49090, Osnabrück, Germany",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,False,Hochschule Osnabrück
https://openalex.org/W4367835233,"Laboratory for Biosystems Engineering, Faculty of Agricultural Sciences and Landscape Architecture, Osnabrück University of Applied Sciences, Oldenburger Landstraße 24, 49090, Osnabrück, Germany. bethge@baum.uni-hannover.de",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,False,Hochschule Osnabrück
https://openalex.org/W3213700432,"Univ. of Applied Sciences Hamm-Lippstadt, Lippstadt, Germany Carl von Ossietzky University of Oldenburg, Oldenburg, Germany",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,Carl von Ossietzky Universität Oldenburg,False,Carl von Ossietzky Universität Oldenburg
https://openalex.org/W3093867037,"Institute of Hearing Technology and Audiology, Jade University of Applied Sciences, and Cluster of Excellence Hearing4All, Oldenburg, Germany",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,True,
https://openalex.org/W4366824087,"Faculty of Agricultural Sciences and Landscape Architecture, Hochschule Osnabrück—University of Applied Sciences, Oldenburger Landstraße 24, 49090, Osnabrück, Germany",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,False,Hochschule Osnabrück
https://openalex.org/W4402537173,"Hochschule Osnabrück - University of Applied Sciences, Biosystem Engineering Laboratory (BLab), Oldenburger Landstraße 24, D-49090 Osnabrück, Germany",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,False,Hochschule Osnabrück
https://openalex.org/W3131158451,"Osnabrück University of Applied Sciences, Oldenburger Landstr. 24, 49090 Osnabrück, Germany",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,False,Hochschule Osnabrück
https://openalex.org/W3205375457,"Faculty of Agricultural Science and Landscape Architecture, Fruit Science, University of Applied Sciences Osnabrück, Oldenburger Landstr. 24, 49090, Osnabrück, Deutschland",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,False,Hochschule Osnabrück
https://openalex.org/W4388335963,"University of Applied Science Osnabrück, Department of Agricultural Science and Landscape Architecture, Oldenburger Landstr. 62, 49090, Osnabrück, Germany",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,False,Hochschule Osnabrück
https://openalex.org/W4381094122,"Institute for Community Medicine, University Medicine, Greifswald, Germany. maren.leiz@jade-hs.de",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,True?,
https://openalex.org/W4403916876,"Institut für Public Health und Pflegeforschung, Fachbereich 11 Human- und Gesundheitswissenschaften, Universität Bremen, Bremen, Deutschland. Electronic address: caroline.jeltsch@jade-hs.de",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,False,Universität Bremen
https://openalex.org/W4405387638,"Institute for Applied Photogrammetry and Geoinformatics (IAPG), University of Applied Sciences, Oldenburg, Germany",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,True,
https://openalex.org/W4229372657,"Faculty of Agricultural Science and Landscape Architecture, Fruit Science, University of Applied Sciences Osnabrück, Oldenburger Landstr. 24, 49090 Osnabrück, Germany",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,False,Hochschule Osnabrück
https://openalex.org/W4323350495,"University of Applied Science Osnabrück, Department of Agricultural Science and Landscape Architecture, Oldenburger Landstr. 62, 49090 Osnabrück, Germany",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,False,Hochschule Osnabrück
https://openalex.org/W4378904941,"Institute for Applied Photogrammetry and Geoinformatics (IAPG), University of Applied Sciences, Oldenburg, Germany",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,True,
https://openalex.org/W4391805483,"IAPG, University of Applied Sciences Oldenburg, 26121 Ofener Str. 16, Oldenburg, Germany",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,True,
https://openalex.org/W4226018814,"Hochschule Osnabrück - University of Applied Sciences, Faculty of Agricultural Sciences and Landscape Architecture, Oldenburger Landstraße 24, D-49090 Osnabrück, Germany",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,,False,Hochschule Osnabrück
https://openalex.org/W4322501051,"Inst. for Chemistry and Biology of the Marine Environment (ICBM), Univ. of Oldenburg Wilhelmshaven Germany",,Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,False,Carl von Ossietzky Universität Oldenburg
https://openalex.org/W4385441548,"biome-id , c/o Jade InnovationsZentrum Emsstraße 20, D-26382 Wilhelmshaven , Germany",,Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,False,
https://openalex.org/W3173593950,"Institute for Chemistry and Biology of the Marine Environment, University of Oldenburg, Schleusenstr. 1, 26382, Wilhelmshaven, Germany",,Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,False,Carl von Ossietzky Universität Oldenburg
https://openalex.org/W4386594668,"idade, o LDH,",,Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,False,
https://openalex.org/W4254039367,liberdade de contratar,,Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,False,
https://openalex.org/W4318499374,"Center for Marine Sensors, Institute for Chemistry and Biology of the Marine Environment, University of Oldenburg, Wilhelmshaven, Germany. Electronic address: oliver.wurl@uin-oldenburg.de",,Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,False,Carl von Ossietzky Universität Oldenburg
https://openalex.org/W3178181324,"Internistische Praxengemeinschaft Oldenburg, Neue Donnerschweer Str. 30, 26121, Oldenburg, Deutschland. helwig@internisten-ol.de",,Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,False,
https://openalex.org/W3177163239,"Internistische Praxengemeinschaft Oldenburg, Neue Donnerschweer Str. 30, 26121, Oldenburg, Deutschland. helwig@internisten-ol.de",,Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,False,
https://openalex.org/W7163685763,"Fachbereich BGG, Jade Hochschule Oldenburg, Germany",,Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,True,
https://openalex.org/W3212755633,"Internistische Praxengemeinschaft Oldenburg, Neue Donnerschweer Str. 30, 26121, Oldenburg, Deutschland. helwig@internisten-ol.de",,Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,False,
https://openalex.org/W4307159435,Institute for Chemistry and Biology of the Marine Environment University of Oldenburg  Wilhelmshaven Germany,,Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,False,Carl von Ossietzky Universität Oldenburg
https://openalex.org/W4377820958,"Jahren Tafeldecker am Langenburger Hof, schwängert er dort drei Jahre später die Kindsmagd",,Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,False,
https://openalex.org/W3210623864,Institute of Chemistry and Biology of the Marine Environment University of Oldenburg  Wilhelmshaven Germany,,Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,True,Carl von Ossietzky Universität Oldenburg
https://openalex.org/W4281258926,Jahade e Agriculture,,Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,False,
