id,raw_affiliation_string,in_oal_missing,in_kb_missing
https://openalex.org/W4324138389,"UniversitÃtsmedizin GÃttingen, -Stabsstelle Wissenschaftsrecht-, Georg-August UniversitÃt GÃttingen, 37075, GÃttingen, Deutschland",Georg-August-Universität Göttingen,
https://openalex.org/W4236007022,"Universität Göttingen, Justus-von-Liebig-Weg 11, D-37077, Göttingen, Deutschland",Georg-August-Universität Göttingen,
https://openalex.org/W3092482882,"Angewandte Geologie, Universität Göttingen, Goldschmidtstraße 3, 37077, Göttingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W3193922030,"Institute for Numerical and Applied Mathematics, University of Goettingen, Goettingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W4200029810,"Leibniz-Science Campus Primate Cognition, German Primate Center, University of Goettingen, Goettingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W4399132902,Geowissenschaftliches Zentrum Universität Göttingen  Göttingen Germany,Georg-August-Universität Göttingen,
https://openalex.org/W4221102205,"Georg-Elias-Mueller Institute for Psychology, University Goettingen, 37073 Goettingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W3118385470,"International Food Economics and Rural Development, University of Goettingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W4372285994,"Max Planck Institute for Multidisciplinary Sciences, Department of Molecular Biology, Am Fassberg 11, 37077 Göttingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W4404914418,"Department for Computational Neuroscience, Bernstein Center for Computational Neuroscience, III Physikalisches Institut-Biophysik, Georg-August-Universit&#x00E4;t G&#x00F6;ttingen, G&#x00F6;ttingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W3044761442,"cAlbrecht-von-Haller-Institute for Plant Sciences and Goettingen Center for Molecular Biosciences (GZMB), Department of Plant Biochemistry, University of Goettingen, Justus-von-Liebig Weg 11, 37077 Goettingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W4205380014,Geowissenschaftliches Zentrum Universität Göttingen Goldschmidtstr. 1 Göttingen D‐37077 Germany,Georg-August-Universität Göttingen,
https://openalex.org/W3210343906,"Institut für Astrophysik , Friedrich-Hund-Platz 1, D-37077 Göttingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W4406277510,"Department for Plant Biochemistry, University of Goettingen, Albrecht-von-Haller-Institute for Plant Sciences, Justus-von-Liebig-Weg 11, D-37077 Goettingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W3162529100,"Volkswirt. Inst. f. Mittelstand u. Handwerk, Universität Göttingen, Heinrich-Düker-Weg 6, 37073, Göttingen, Deutschland",Georg-August-Universität Göttingen,
https://openalex.org/W3201484131,"Section Biodiversity and Ecology, Centre of Biodiversity and Sustainable Land Use, 37073 Goettingen, Germany;",Georg-August-Universität Göttingen,
https://openalex.org/W3014196944,"Institute of Materials Physics, University of Goettingen, Friedrich-Hund-Platz 1, 37077, Goettingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W3193350657,"Department of Economics and Centre for Modern Indian Studies, University of Goettingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W4243680419,"Universität Göttingen, Justus-von-Liebig-Weg 11, D-37077, Göttingen, Deutschland",Georg-August-Universität Göttingen,
https://openalex.org/W4380089158,"Campus-Institut Data Science (CIDAS) , Goldschmidtstrasse 1, 37077 Göttingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W4308062262,"Johann‐Friedrich‐Blumenbach‐Institute for Zoology &amp; Anthropology, Department of Animal Evolution and Biodiversity Georg‐August‐University Göttingen  Göttingen Germany",Georg-August-Universität Göttingen,
https://openalex.org/W4321366762,"Biodiversitätsmuseum, Animal Evolution and Biodiversity, Johann-Friedrich-Blumenbach Institute for Zoology & Anthropology, Georg-August-University, Göttingen, 37073, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W4295067792,"Institute of Forest and Nature Conservation Policy, University of Goettingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W4212769498,"Universität Göttingen, Wilhelmsplatz 1, D-37073 Göttingen, Deutschland",Georg-August-Universität Göttingen,
https://openalex.org/W3033371620,"Department of Affective Neuroscience and Psychophysiology, Institute of Psychology, University of Goettingen, 37073 Goettingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W4403352104,"Goettingen Uniklinik, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W3193387640,"Johann Friedrich Blumenbach Institute of Zoology, GZMB, Department of Evolutionary Developmental Genetics, University of Goettingen, Justus-von-Liebig Weg 11, 37077 Goettingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W4213444717,"Institute of Computer Science, University of G&#x00F6;ttingen, G&#x00F6;ttingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W3165213114,Department for Primate Cognition Georg‐August‐University Göttingen Göttingen Germany,Georg-August-Universität Göttingen,
https://openalex.org/W3166379743,"Corporate Research, Sartorius Stedim Biotech GmbH, August-Spindler-Str. 11, 37079, Göttingen, Germany; Bioprocess Engineering, Wageningen University, PO Box 16, 6700 AA, Wageningen, The Netherlands. Electronic address: markus.schulze@sartorius.com",Georg-August-Universität Göttingen,
https://openalex.org/W4229375629,Institut für Organische und Biomolekulare Chemie und Wöhler Research Institute for Sustainable Chemistry (WISCh) Georg-August-Universität  Tammanstraße 2 37077 Göttingen Deutschland,Georg-August-Universität Göttingen,
https://openalex.org/W4311689350,"Soziologisches Forschungsinstitut Göttingen (SOFI) / Sociological Research Institute at Göttingen University, Göttingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W4307047970,"Johann Friedrich Blumenbach Inst. of Zoology and Anthropology, Univ. of Goettingen, Goettingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W4224108048,"Lehrstuhl für Öffentliches Recht, insbesondere Verwaltungsrecht (Prof. Dr. Mann), Universität Göttingen, Göttingen, Deutschland",Georg-August-Universität Göttingen,
https://openalex.org/W4280536615,"Department of Molecular Biology, Max Planck Institute for Multidisciplinary Sciences, Göttingen, Germany. pcramer@mpinat.mpg.de",Georg-August-Universität Göttingen,
https://openalex.org/W3036857024,"Department of Affective Neuroscience and Psychophysiology, Institute for Psychology, University of Goettingen, 37073, Goettingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W3161995086,"Department of Palynology and Climate Dynamics, Georg-August-University Göttingen, Wilhelm-Weber-Straße 2a, 37073, Göttingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W4297492406,"Institute for Small Business Economics at the Georg-August-University Göttingen, Heinrich-Düker-Weg 6, 37073 Göttingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W3037470500,Institut für Organische und Biomolekulare Chemie und Wöhler Research Institute for Sustainable Chemistry (WISCh) Georg-August-Universität  Tammanstraße 2 37077 Göttingen Deutschland,Georg-August-Universität Göttingen,
https://openalex.org/W4292603895,Geowissenschaftliches Zentrum Universität Göttingen  Göttingen Germany,Georg-August-Universität Göttingen,
https://openalex.org/W3036857024,"Cognitive Ethology Laboratory, German Primate Center, University of Goettingen, Kellnerweg 4, 37077, Goettingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W4399072142,"Geowissenschaftliches Zentrum, Universität Göttingen, Goldschmidtstraße 1, 37077 Göttingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W3010625385,"Universität Göttingen, Department for Computational Neuroscience at the Bernstein Center Göttingen, Inst. of Physics 3 and Leibniz Science Campus for Primate Cognition, Göttingen, Germany. worgott@gwdg.de",Georg-August-Universität Göttingen,
https://openalex.org/W3083150386,"Department of Forest Protection, Northwest German Forest Research Institute (NW-FVA), D-37079, Göttingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W4399879675,"5Department of Molecular Neurobiology, Max-Planck Institute for Multidisciplinary Sciences, Göttingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W4386458610,Universität Göttingen Theologische Fakultät Platz der Göttinger Sieben 2 Göttingen Deutschland,Georg-August-Universität Göttingen,
https://openalex.org/W4387107968,"University UCBL Lyon 1, F-69000, France; INSERM, U1028, CNRS UMR5292, Lyon Neuroscience Research Center, ImpAct Team, Lyon, F-69000, France; Decision and Awareness Group, Cognitive Neuroscience Laboratory, German Primate Center, Leibniz Institute for Primate Research, Kellnerweg 4, Goettingen, 37077, Germany. Electronic address: kkaduk@dpz.eu",Georg-August-Universität Göttingen,
https://openalex.org/W4319970224,"Department of Cellular Logistics, Max Planck Institute for Multidisciplinary Sciences, Göttingen, Germany. goerlich@mpinat.mpg.de",Georg-August-Universität Göttingen,
https://openalex.org/W4285999467,"Department of Molecular Biology, Max Planck Institute for Multidisciplinary Sciences, Göttingen 37077, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W4302278243,"Institute for Cultural Anthropology and European Ethnology at the University of Goettingen, Goettingen, Germany",Georg-August-Universität Göttingen,
https://openalex.org/W4220894361,"Department of Forest Zoology and Forest Conservation, Büsgen Institute, Georg-August-University Göttingen, Büsgenweg 3, 37077 Göttingen, Germany",,Georg-August-Universität Göttingen
https://openalex.org/W4200591353,"Department of Systems Neuroscience, Georg-August-Universität Göttingen, Göttingen, Germany",,Georg-August-Universität Göttingen
https://openalex.org/W4400442044,Georg-August-U. Göttingen,,Georg-August-Universität Göttingen
https://openalex.org/W4386254212,"Herz- und Gefäßzentrum Göttingen, Humboldtallee 6, 37073, Göttingen, Deutschland",,Georg-August-Universität Göttingen
https://openalex.org/W3008418889,"Institute for Numerical and Applied Mathematics, Göttingen University, Lotzestr. 16-18, 37083, Göttingen, Germany",,Georg-August-Universität Göttingen
https://openalex.org/W4403558631,"National Engineering Laboratory for Applied Forest Ecological Technology in Southern China, College of Life and Environmental Sciences, Central South University of Forestry and Technology, Changsha, Hunan 410004, China; Department of Soil Science of Temperate Ecosystems, Department of Agricultural Soil Science, University of Goettingen, 37077 Göttingen, Germany; Peoples Friendship University of Russia (RUDN University), 117198 Moscow, Institute of Environmental Sciences, Kazan Federal University, 420049 Kazan, Russia",,Georg-August-Universität Göttingen
https://openalex.org/W2999273244,"Georg-August Universität Göttingen, Institut für Astrophysik, Friedrich-Hund-Platz 1, D-37077 Göttingen, Germany",,Georg-August-Universität Göttingen
https://openalex.org/W3039793645,University of Göttingen,,Georg-August-Universität Göttingen
https://openalex.org/W4404567997,"MALTE BELLMANN, PhD, is affiliated with Research Biomechanics, Ottobock SE & Co. KGaA, Göttingen, Germany; HAWK University of Applied Sciences and Art, Göttingen, Germany",HAWK Hochschule für angewandte Wissenschaft und Kunst,Georg-August-Universität Göttingen
https://openalex.org/W3215756120,"Institute for Physical Chemistry, University of Goettingen, Tammannstr. 6, 37077 Goettingen, Germany",,Georg-August-Universität Göttingen
