doi,parent_name,raw_affiliation_string,fak_name,dept_name,validation,comment
10.1161/circ.146.suppl_1.10944,Universitätsmedizin Göttingen,"Univ Medicine Göttingen, Goettingen, Germany",,,True,no faculty named
10.1159/000521847,Universitätsmedizin Göttingen,"Clinic of Gastroenterology, Gastrointestinal Oncology and Endocrinology, Medical University Göttingen, Göttingen, Germany",Klinik für Gastroenterologie und gastrointestinale Onkologie,,True,
10.1080/15548627.2020.1797280,Universitätsmedizin Göttingen,"University Medicine Goettingen, Neurology, Department of Translational Neurodegeneration, Center for Biostructural Imaging of Neurodegeneration (BIN), Goettingen, Germany",Abteilung Experimentelle Neurodegeneration,,False,Center for Biostructural Imaging of Neurodegeneration
10.1177/00938548221140351,Universitätsmedizin Göttingen,"Clinic for Psychiatry and Psychotherapy-Forensic Psychiatry, University Medical Center Göttingen, Rosdorfer Weg 70, Göttingen 37081, Germany;",Klinik für Psychiatrie und Psychotherapie,,True,
10.1038/s41598-023-45518-0,Universitätsmedizin Göttingen,"Institute for Diagnostic and Interventional Radiology, University Medical Center, Robert-Koch-Straße 40, 37075, Göttingen, Germany",Institut für Klinische und Interventionelle Radiologie,,True,
10.1038/s43587-021-00042-6,Universitätsmedizin Göttingen,"Department of Neurology, University Medical Center Göttingen, Göttingen, Germany",Klinik für Neurologie,,True,
10.1002/alz.12744,Universitätsmedizin Göttingen,Department of Neurology University Medical Center Göttingen Göttingen  Germany,Klinik für Neurologie,,True,
10.3390/biomedicines10051141,Universitätsmedizin Göttingen,"Department of Experimental Neurodegeneration, Center for Biostructural Imaging of Neurodegeneration, University Medical Center Göttingen, 37075 Göttingen, Germany",Abteilung Experimentelle Neurodegeneration,,True,Center for Biostructural Imaging of Neurodegeneration
10.1038/s41375-020-0838-5,Universitätsmedizin Göttingen,"Hematology and Medical Oncology, University Medicine Goettingen, Goettingen, Germany. gerald.wulf@med.uni-goettingen.de",Klinik für Hämatologie und Medizinische Onkologie,,True,
10.1093/eurheartj/ehac544.2881,Universitätsmedizin Göttingen,"University Medical Center of Gottingen (UMG), Clinic for Cardiology and Pneumology , Goettingen , Germany",Herzzentrum Göttingen,,True,
10.1093/ehjopen/oead034,Universitätsmedizin Göttingen,"Clinic for Cardiology and Pneumonology, University Medical Center Göttingen , Robert-Koch-Straße 40, 37075 Göttingen , Germany",Herzzentrum Göttingen,,True,
10.1186/s12880-021-00602-7,Universitätsmedizin Göttingen,"Department of Diagnostic and Interventional Neuroradiology, Georg-August-University Göttingen, Robert-Koch-Str. 40, 37075, Göttingen, Germany. sebastian.mueller@med.uni-goettingen.de",Institut für Diagnostische und Interventionelle Neuroradiologie,,True,
10.3390/cancers14174307,Universitätsmedizin Göttingen,"Division of Pediatric Hematology and Oncology, Department of Child and Adolescent Health, University Medical Center Goettingen, Robert Koch Straße 40, 37075 Goettingen, Germany",Klinik für Kinder- und Jugendmedizin,,True,
10.1007/s00113-021-01061-z,Universitätsmedizin Göttingen,"Kinderorthopädie, Klinik für Unfallchirurgie, Orthopädie und Plastische Chirurgie, Universitätsmedizin Göttingen, Göttingen, Deutschland","Klinik für Unfallchirurgie, Orthopädie und Plastische Chirurgie",,True,
10.2967/jnumed.120.258533,Universitätsmedizin Göttingen,"Department of Urology, University Medical Center Göttingen, Göttingen, Germany",Klinik für Urologie,,True,
10.1111/andr.13292,Universitätsmedizin Göttingen,Department of Hematology and Medical Oncology University Medical Center Goettingen  Goettingen Germany,Klinik für Hämatologie und Medizinische Onkologie,,True,
10.1007/s00482-022-00629-x,Universitätsmedizin Göttingen,"Klinik für Unfallchirurgie, Orthopädie und Plastische Chirurgie, Universitätsmedizin Göttingen, Georg-August-Universität Göttingen, Göttingen, Deutschland","Klinik für Unfallchirurgie, Orthopädie und Plastische Chirurgie",,True,
10.1007/s00281-021-00842-3,Universitätsmedizin Göttingen,"Institute of Pathology, University Medical Center Göttingen, University of Göttigen, 37075, Göttingen, Germany",Institut für Pathologie,,True,
10.1681/asn.20233411s1968b,Universitätsmedizin Göttingen,"Universitatsmedizin Gottingen, Gottingen, Germany",,,True,no faculty named
10.1515/iss-2024-0024,Universitätsmedizin Göttingen,"Division of Plastic Surgery, Department of Trauma, Orthopedic and Plastic Surgery , 9177 University Medical Center Göttingen , Göttingen , Germany","Klinik für Unfallchirurgie, Orthopädie und Plastische Chirurgie",,True,
10.1002/chem.202400187,Universitätsmedizin Göttingen,Center for Biostructural Imaging of Neurodegeneration University Medical Center Göttingen  Robert-Koch-Straße 40 37075 Göttingen Germany,Abteilung Experimentelle Neurodegeneration,,False,Center for Biostructural Imaging of Neurodegeneration
10.1007/s00066-020-01653-5,Universitätsmedizin Göttingen,"Department of Pathology, University Medical Center Göttingen, Göttingen, Germany",Institut für Pathologie,,True,
10.15252/emmm.201911908,Universitätsmedizin Göttingen,Institute of Human Genetics University Medical Center Göttingen Göttingen Germany,Institut für Humangenetik,,True,
10.3389/fnana.2022.1000107,Universitätsmedizin Göttingen,"Institute for Neuroanatomy, Universitätsmedizin Göttingen, Georg-August-Universität Göttingen, Göttingen, Germany",Zentrum Anatomie,,True,
10.1016/j.euroneuro.2020.09.015,Universitätsmedizin Göttingen,"University Medical Center- Georg August University, Department of Psychiatry and Psychotherapy, Göttingen, Germany",Klinik für Psychiatrie und Psychotherapie,,True,
10.1186/s42466-023-00275-3,Universitätsmedizin Göttingen,"Department of Urology, University Medical Center Göttingen, Robert Koch-Str. 40, 37075, Göttingen, Germany",Klinik für Urologie,,True,
10.1002/ccr3.4148,Universitätsmedizin Göttingen,Department of Diagnostic and Interventional Radiology University Medicine Göttingen Göttingen Germany,Institut für Klinische und Interventionelle Radiologie,,True,
10.1093/ehjdh/ztad021,Universitätsmedizin Göttingen,"Clinic for Cardiology and Pulmonology, Heart Center, University Medical Center Göttingen , Robert-Koch Str. 40, 37075 Göttingen , Germany",Herzzentrum Göttingen,,True,
10.1016/j.omtn.2024.102123,Universitätsmedizin Göttingen,"Department of Neurology, University Medical Center Göttingen, 37075 Göttingen, Germany",Klinik für Neurologie,,True,
10.3390/jcm10235597,Universitätsmedizin Göttingen,"Department of Medical Statistics, University Medical Center Goettingen, 37073 Goettingen, Germany",Institut für Medizinische Statistik,,True,
10.1016/j.ejca.2024.115065,Universitätsmedizin Göttingen,"Department of Hematology and Medical Oncology, University Medical Center Göttingen, Göttingen University, Göttingen, Germany",Klinik für Hämatologie und Medizinische Onkologie,,True,
10.3390/cells10071747,Universitätsmedizin Göttingen,"Department of Cellular Biochemistry, University Medical Center Göttingen, 37073 Göttingen, Germany",Zentrum Biochemie und Molekulare Zellbiologie,,True,
10.4252/wjsc.v13.i8.1030,Universitätsmedizin Göttingen,"Department of Neurology, University Medical Center Göttingen, Göttingen 37075, Germany",Klinik für Neurologie,,True,
10.1055/s-0040-1702197,Universitätsmedizin Göttingen,"Department of Neurosurgery, Universitätsmedizin Göttingen, Goettingen, Germany",Klinik für Neurochirurgie,,True,
10.1038/s41598-023-28004-5,Universitätsmedizin Göttingen,"Perception and Cognition Lab, European Neuroscience Institute Goettingen- A Joint Initiative of the University Medical Center Goettingen and the Max-Planck-Society, Grisebachstrasse 5, 37077, Goettingen, Germany",European Neuroscience Institute (ENI-G),,True,
10.1007/s00256-024-04794-1,Universitätsmedizin Göttingen,"Department of Diagnostic and Interventional Radiology, University Medical Center Goettingen, Robert-Koch-Straße 40, 37075, Göttingen, Germany",Institut für Klinische und Interventionelle Radiologie,,True,
10.18632/oncotarget.27688,Universitätsmedizin Göttingen,"Institute of Neuropathology, University of Medicine Goettingen, Goettingen, Germany",Institut für Neuropathologie,,True,
10.1016/j.bbamcr.2021.119133,Universitätsmedizin Göttingen,"Department of Cellular Biochemistry, University Medical Center Göttingen, D-37073 Göttingen, Germany",Zentrum Biochemie und Molekulare Zellbiologie,,True,
10.1002/jrsm.1748,Universitätsmedizin Göttingen,Department of Medical Statistics University Medical Center Göttingen  Göttingen Germany,Institut für Medizinische Statistik,,True,
10.3390/cells12030450,Universitätsmedizin Göttingen,"Institute for Cellular and Molecular Immunology, University Medical Center Göttingen, 37073 Göttingen, Germany",Institut für Zelluläre und Molekulare Immunologie,,True,
10.1111/jdv.17441,Universitätsmedizin Göttingen,Department of Dermatology University Medical Center Göttingen Göttingen Germany,"Klinik für Dermatologie, Venerologie und Allergologie",,True,
10.1002/ehf2.12606,Universitätsmedizin Göttingen,"Department of Cardiology and Pneumology, University of Göttingen , Göttingen ,",Herzzentrum Göttingen,,True,
10.1111/jdv.18637,Universitätsmedizin Göttingen,"Department of Dermatology, Venereology and Allergology University Hospital Göttingen  Göttingen Germany","Klinik für Dermatologie, Venerologie und Allergologie",,True,
10.1158/1541-7786.mcr-22-0916,Universitätsmedizin Göttingen,"13Department of Gastroenterology, Gastrointestinal Oncology and Endocrinology, University Medical Center Göttingen, Göttingen, Germany",Klinik für Gastroenterologie und gastrointestinale Onkologie,,True,
10.1016/j.mcn.2022.103720,Universitätsmedizin Göttingen,"Collaborative Research Center 1286, University of Göttingen, 37075 Göttingen, Germany",Collaborative Research Center 1286,,True,
10.1103/physrevx.12.021052,Universitätsmedizin Göttingen,"University Medical Center Göttingen, University of Göttingen, 37075 Göttingen, Germany",,,True,no faculty named
10.3389/fnmol.2021.651935,Universitätsmedizin Göttingen,"Collaborative Research Center 1286, University of Göttingen, Göttingen, Germany",Collaborative Research Center 1286,,True,
10.1002/ajmg.a.62532,Universitätsmedizin Göttingen,Institute of Human Genetics University Medical Center Göttingen  Göttingen Germany,Institut für Humangenetik,,True,
10.1111/all.15149,Universitätsmedizin Göttingen,"Department of Dermatology, Venereology and Allergology University Medical Center Göttingen  Göttingen Germany","Klinik für Dermatologie, Venerologie und Allergologie",,True,
10.1515/med-2021-0211,Universitätsmedizin Göttingen,"Department of Medical Statistics, University Medical Center Göttingen , Humboldtallee 32, 37073 Goettingen , Germany",Institut für Medizinische Statistik,,True,
10.1002/mds.29288,Universitätsmedizin Göttingen,"Movement Disorder Paracelsus‐Elena‐Klinik Kassel, Germany; Department of Neurology, University Medical Center Göttingen Göttingen Germany",Klinik für Neurologie,,True,
10.1101/cshperspect.a041166,Universitätsmedizin Göttingen,"Institute for Clinical Chemistry, University Medical Center Göttingen, 37075 Göttingen, Germany",Institut für Klinische Chemie,,True,
10.1038/s41467-020-17521-w,Universitätsmedizin Göttingen,"Institute of Pharmacology and Toxicology, University Medical Center, Georg-August-University, Göttingen, Germany. w.zimmermann@med.uni-goettingen.de",Institut für Pharmakologie und Toxikologie,,True,
