doi,parent_name,raw_affiliation_string,fak_name,dept_name,validation,comment
10.1007/s10578-022-01464-y,Stiftung Universität Hildesheim,"Department of Psychology, University of Hildesheim, Hildesheim, Germany. runger@uni-hildesheim.de",Fachbereich I: Erziehungs- und Sozialwissenschaften,Institut für Psychologie,TRUE,
10.1002/pan3.10192,Stiftung Universität Hildesheim,Research Group Plant Ecology and Nature Conservation University of Hildesheim Hildesheim Germany,"Fachbereich IV: Mathematik, Naturwissenschaften, Wirtschaft und Informatik",Institut für Biologie und Chemie,TRUE,
10.1007/s11356-021-14538-6,Stiftung Universität Hildesheim,"Department of Biology, University of Hildesheim, Universitätsplatz 1, 31141, Hildesheim, Germany","Fachbereich IV: Mathematik, Naturwissenschaften, Wirtschaft und Informatik",Institut für Biologie und Chemie,TRUE,
10.1515/iwp-2023-2049,Stiftung Universität Hildesheim,Institut für Informationswissenschaft und Sprachtechnologie Universität Hildesheim Lübecker Str. 3 Hildesheim Deutschland,Fachbereich III: Sprach- und Informationswissenschaften,Institut für Informationswissenschaft und Sprachtechnologie,TRUE,
10.3389/frai.2023.1162454,Stiftung Universität Hildesheim,"Digital Learning and Instruction, Department of Educational Science, University of Hildesheim, Hildesheim, Germany",Fachbereich I: Erziehungs- und Sozialwissenschaften,Institut für Erziehungswissenschaft,TRUE,
10.1111/phin.12306,Stiftung Universität Hildesheim,University of Hildesheim,,,TRUE,
10.1080/01434632.2021.1922420,Stiftung Universität Hildesheim,"Psychology Department, University of Hildesheim, Hildesheim, Germany",Fachbereich I: Erziehungs- und Sozialwissenschaften,Institut für Psychologie,TRUE,
10.1093/eurpub/ckae144.1398,Stiftung Universität Hildesheim,"Geography Department, Hildesheim University, Hildesheim, Germany","Fachbereich IV: Mathematik, Naturwissenschaften, Wirtschaft und Informatik",Institut für Geographie,TRUE,
10.1515/zfal-2024-2022,Stiftung Universität Hildesheim,"University of Hildesheim , Institute of Intercultural Communication , Bühler Campus, Lübecker Straße 1, 31141, Hildesheim , Germany Germany",Fachbereich III: Sprach- und Informationswissenschaften,Institut für Interkulturelle Kommunikation,TRUE,
10.17645/si.v10i3.5406,Stiftung Universität Hildesheim,"Institute of Social Sciences, University Hildesheim, Germany",Fachbereich I: Erziehungs- und Sozialwissenschaften,Institut für Sozialwissenschaften,TRUE,
,Stiftung Universität Hildesheim,UniversitÄt Hildesheim,,,,
10.1108/dta-03-2024-0283,Stiftung Universität Hildesheim,"University of Hildesheim, Hildesheim, Germany",,,TRUE,
10.1007/s42278-021-00111-0,Stiftung Universität Hildesheim,"FB 1 Erziehungs- und Sozialwissenschaften, Institut für Erziehungswissenschaft/Abt. Allgemeine Erziehungswissenschaft, Stiftung Universität Hildesheim, Universitätsplatz 1, 31141, Hildesheim, Deutschland",Fachbereich I: Erziehungs- und Sozialwissenschaften,Institut für Erziehungswissenschaft,TRUE,
10.1055/s-0044-1788512,Stiftung Universität Hildesheim,"Universität Hildsesheim, Institut für Sozial- und Organisationspädagogik, Hildesheim",Fachbereich I: Erziehungs- und Sozialwissenschaften,Institut für Sozial- und Organisationspädagogik,TRUE,
10.1007/s11425-021-2067-4,Stiftung Universität Hildesheim,"Universität Hildesheim, Institut für Mathematik und Angewandte Informatik (Hildesheim - Germany)","Fachbereich IV: Mathematik, Naturwissenschaften, Wirtschaft und Informatik","Institut für Mathematik, Mathematikdidaktik und Informatikdidaktik",TRUE,
10.1055/a-2244-9958,Stiftung Universität Hildesheim,"Institut für Psychologie, Klinische Psychologie und Psychotherapie,
                    Universität Hildesheim, Germany",Fachbereich I: Erziehungs- und Sozialwissenschaften,Institut für Psychologie,TRUE,
10.1007/s41682-022-00112-5,Stiftung Universität Hildesheim,"Institut für Erziehungswissenschaft, Stiftung Universität Hildesheim, Universitätsplatz 1, 31141, Hildesheim, Deutschland",Fachbereich I: Erziehungs- und Sozialwissenschaften,Institut für Erziehungswissenschaft,TRUE,
10.1026/1616-3443/a000731,Stiftung Universität Hildesheim,"Institute of Psychology, University of Hildesheim, Germany",Fachbereich I: Erziehungs- und Sozialwissenschaften,Institut für Psychologie,TRUE,
10.1111/joa.13502,Stiftung Universität Hildesheim,"Department of Biology, University of Hildesheim, Hildesheim, Germany","Fachbereich IV: Mathematik, Naturwissenschaften, Wirtschaft und Informatik",Institut für Biologie und Chemie,TRUE,
10.1073/pnas.2111091119,Stiftung Universität Hildesheim,"University of Hildesheim (Universitätspl. 1, 31141 Hildesheim - Germany)",,,TRUE,
10.1038/s41597-024-03865-1,Stiftung Universität Hildesheim,"Department of Social, Organizational, & Economic Psychology, University of Hildesheim, Hildesheim, 31141, Germany",Fachbereich I: Erziehungs- und Sozialwissenschaften,Institut für Psychologie,TRUE,
10.1177/08862605221143194,Stiftung Universität Hildesheim,"University of Hildesheim, Hildesheim, Germany",,,TRUE,
10.1515/psych-2022-0130,Stiftung Universität Hildesheim,"University of Hildesheim , Hildesheim , Germany",,,TRUE,
10.46586/slld.z.2022.9649,Stiftung Universität Hildesheim,Stiftung Universität Hildesheim,,,TRUE,
10.1080/20539320.2020.1885181,Stiftung Universität Hildesheim,"Department of Philosophy, Hildesheim University, Hildesheim, Germany",Fachbereich II: Kulturwissenschaften und Ästhetische Kommunikation,Institut für Philosophie,TRUE,
10.1051/shsconf/20208801010,Stiftung Universität Hildesheim,"Institut für Interkulturelle Kommunikation, Stiftung Universität Hildesheim, Hildesheim, Germany",Fachbereich III: Sprach- und Informationswissenschaften,Institut für Interkulturelle Kommunikation,TRUE,
10.1007/s11031-022-09980-z,Stiftung Universität Hildesheim,"Department of Psychology, University of Hildesheim, Universitätsplatz 1, 31141 Hildesheim, Germany",Fachbereich I: Erziehungs- und Sozialwissenschaften,Institut für Psychologie,TRUE,
10.53308/ide.v7i1/2.25,Stiftung Universität Hildesheim,University of Hildesheim,,,TRUE,
10.1016/j.joep.2020.102326,Stiftung Universität Hildesheim,"University of Hildesheim, Germany",,,TRUE,
10.1371/journal.pone.0229705,Stiftung Universität Hildesheim,"Institute of Sport Science, University of Hildesheim, Germany",Fachbereich I: Erziehungs- und Sozialwissenschaften,Institut für Sportwissenschaft,TRUE,
10.5709/acp-0291-y,Stiftung Universität Hildesheim,"University of Hildesheim, Germany1",,,TRUE,
10.1111/mec.16632,Stiftung Universität Hildesheim,"Research Group Vegetation Ecology and Nature Conservation Institute of Biology and Chemistry, University of Hildesheim Hildesheim Germany","Fachbereich IV: Mathematik, Naturwissenschaften, Wirtschaft und Informatik",Institut für Biologie und Chemie,TRUE,
10.52097/wpt.2138,Stiftung Universität Hildesheim,Universität Hildesheim (University of Hildesheim),,,TRUE,
10.3758/s13414-024-02986-4,Stiftung Universität Hildesheim,"Cognitive Psychology, Institute of Psychology, University of Hildesheim, Universitaetsplatz 1, D-31141, Hildesheim, Germany",Fachbereich I: Erziehungs- und Sozialwissenschaften,Institut für Psychologie,TRUE,
10.1016/j.tube.2023.102370,Stiftung Universität Hildesheim,"Institute of Anatomy and Embryology, University Medical School Göttingen, Kreuzbergring 36, D-37075, Göttingen, Germany; Institute of Biology and Chemistry, Division Biology, University of Hildesheim, Universitätsplatz 1, D- 31141, Hildesheim, Germany. Electronic address: mschult1@gwdg.de","Fachbereich IV: Mathematik, Naturwissenschaften, Wirtschaft und Informatik",Institut für Biologie und Chemie,TRUE,
10.23996/fjhw.126897,Stiftung Universität Hildesheim,"Department of Information Science and Natural Language Processing, University of Hildesheim, Hildesheim, Germany",Fachbereich III: Sprach- und Informationswissenschaften,Institut für Informationswissenschaft und Sprachtechnologie,TRUE,
10.1093/jee/toae217,Stiftung Universität Hildesheim,"Institute for Biology and Chemistry, University of Hildesheim, Hildesheim, Germany","Fachbereich IV: Mathematik, Naturwissenschaften, Wirtschaft und Informatik",Institut für Biologie und Chemie,TRUE,
10.15488/11091,Stiftung Universität Hildesheim,"German National Library of Science and Technology, Institute for Information Science and Language Technology, University of Hildesheim",Fachbereich III: Sprach- und Informationswissenschaften,Institut für Informationswissenschaft und Sprachtechnologie,TRUE,
10.1007/s12286-022-00531-x,Stiftung Universität Hildesheim,"Institut für Sozialwissenschaften, Abteilung Politikwissenschaft, Stiftung Universität Hildesheim, Universitätsplatz 1, 31141, Hildesheim, Deutschland",Fachbereich I: Erziehungs- und Sozialwissenschaften,Institut für Sozialwissenschaften,TRUE,
10.1080/13614533.2020.1810080,Stiftung Universität Hildesheim,"University Library of Hildesheim, Hildesheim, Germany",,,TRUE,Universitätsbibliothek
10.1177/10892680231197805,Stiftung Universität Hildesheim,"Institute for Psychology, University of Hildesheim, Hildesheim, Germany",Fachbereich I: Erziehungs- und Sozialwissenschaften,Institut für Psychologie,TRUE,
10.3390/logistics8030082,Stiftung Universität Hildesheim,"Institute for Business Administration and Information Systems, University of Hildesheim, Universitätsplatz 1, 31141 Hildesheim, Germany","Fachbereich IV: Mathematik, Naturwissenschaften, Wirtschaft und Informatik",Institut für Betriebswirtschaft und Wirtschaftsinformatik,TRUE,
10.1007/s13280-021-01592-0,Stiftung Universität Hildesheim,"Department of Geography, University of Hildesheim, Hildesheim, Germany","Fachbereich IV: Mathematik, Naturwissenschaften, Wirtschaft und Informatik",Institut für Geographie,TRUE,
10.1037/abn0000918,Stiftung Universität Hildesheim,"Department of Experimental Psychopathology, Institute for Psychology, University of Hildesheim",Fachbereich I: Erziehungs- und Sozialwissenschaften,Institut für Psychologie,TRUE,
