doi,parent_name,raw_affiliation_string,fak_name,dept_name,validation,comment
10.1007/s12672-024-01560-6,Medizinische Hochschule Hannover (MHH),"Department of Neurology, Hannover Medical School, Carl-Neuberg-Str. 1, 30625, Hannover, Germany",Zentrum für Neurologische Medizin,Klinik für Neurologie,TRUE,
10.1007/s00702-021-02354-8,Medizinische Hochschule Hannover (MHH),"Department of Psychiatry, Social Psychiatry and Psychotherapy, Hannover Medical School, Carl-Neuberg Str. 1, 30625, Hannover, Germany",Zentrum für Seelische Gesundheit,"Klinik für Psychiatrie, Sozialpsychiatrie und Psychotherapie",TRUE,
10.1016/j.annonc.2020.08.1227,Medizinische Hochschule Hannover (MHH),"Skin Cancer Center, Department of Dermatology and Allergy, Hannover Medical School, Hannover, Germany","Klinik für Dermatologie, Allergologie und Venerologie",,TRUE,Abteilung für Immundermatologie und experimentelle Allergologie
10.1016/j.injury.2023.111180,Medizinische Hochschule Hannover (MHH),"Laboratory for Biomechanics and Biomaterials, Department of Orthopedic Surgery, Hannover Medical School, Anna-von-Borries-Str. 1-7, Hannover 30625, Germany",Zentrum Chirurgie,Klinik für Orthopädie,TRUE,
10.1136/annrheumdis-2024-eular.2533,Medizinische Hochschule Hannover (MHH),"Medizinische Hochschule Hannover, Pediatric Rheumatology, Hannover, Germany",Zentrum Innere Medizin,Klinik für Rheumatologie und Immunologie,TRUE,
10.1016/j.mad.2021.111582,Medizinische Hochschule Hannover (MHH),"Regenerative Medicine and Experimental Surgery, Department of General, Visceral and Transplant Surgery, Hannover Medical School, Hannover, Lower Saxony, Germany",REBIRTH - Forschungszentrum für translationale regenerative Medizin,,TRUE,
10.1007/s00393-020-00821-3,Medizinische Hochschule Hannover (MHH),"Klinik für Neurologie, Medizinische Hochschule Hannover, Hannover, Deutschland",Zentrum für Neurologische Medizin,Klinik für Neurologie,TRUE,
10.3390/cells13231967,Medizinische Hochschule Hannover (MHH),"Institute of Functional and Applied Anatomy, Hannover Medical School, 30625 Hannover, Germany",Zentrum Anatomie und Zellbiologie,Institut für Funktionelle und Angewandte Anatomie,TRUE,
10.1136/annrheumdis-2021-220955,Medizinische Hochschule Hannover (MHH),"Rheumatology and Immunology, Hannover Medical School, Hannover, Germany sogkas.georgios@mh-hannover.de",Zentrum Innere Medizin,Klinik für Rheumatologie und Immunologie,TRUE,
10.1007/s00108-020-00863-4,Medizinische Hochschule Hannover (MHH),"Klinik für Pädiatrische Nieren?, Leber- und Stoffwechselerkrankungen, Medizinische Hochschule Hannover, Hannover, Deutschland",,,TRUE,
10.3390/jcm13082325,Medizinische Hochschule Hannover (MHH),"Department of Trauma Surgery, Hannover Medical School, Carl-Neuberg-Straße 1, 30625 Hannover, Germany",Zentrum Chirurgie,Klinik für Unfallchirurgie,TRUE,
10.1097/aco.0000000000001266,Medizinische Hochschule Hannover (MHH),"to Christiane E. Beck, Address: Medizinische Hochschule Hannover, Carl-Neuberg-Straße 1, 30625 Hannover, Germany. E-mail: [email protected]",,,TRUE,
10.3389/fimmu.2023.1149822,Medizinische Hochschule Hannover (MHH),"Cluster of Excellence RESIST (EXC 2155), Hannover Medical School, Hannover, Germany",Exzellenzcluster RESIST,,TRUE,
10.1016/j.jacc.2021.04.028,Medizinische Hochschule Hannover (MHH),"Institute of Molecular and Translational Therapeutic Strategies, Hannover Medical School, Hannover, Germany; Cardior Pharmaceuticals GmbH, Hannover, Germany",Institut für Molekulare und Translationale Therapiestrategien,,TRUE,
10.1093/eurheartj/ehae666.3439,Medizinische Hochschule Hannover (MHH),"Hannover Heart Rhythm Center, Klinik für Kardiologie und Angiologie Medizinische Hochschule Hannove , Hannover ,",Zentrum Innere Medizin,Klinik für Kardiologie und Angiologie,TRUE,
10.1002/ejp.4738,Medizinische Hochschule Hannover (MHH),"Hannover Medical School, Hannover, Germany",,,TRUE,
10.1136/rmdopen-2023-003559,Medizinische Hochschule Hannover (MHH),"Cardiology & Angiology, Hannover Medical School, Hannover, Lower Saxony, Germany",Zentrum Innere Medizin,Klinik für Kardiologie und Angiologie,TRUE,
10.1016/j.ajog.2022.04.021,Medizinische Hochschule Hannover (MHH),"Institute of Biostatistics, Hannover Medical School, Hannover, Germany","Zentrum Biometrie, Medizinische Informatik und Medizintechnik",Institut für Biometrie,TRUE,
10.1136/bmjopen-2023-076415,Medizinische Hochschule Hannover (MHH),Hannover Medical School,,,TRUE,"Zentrum Innere Medizin, Klinik für Nieren- und Hochdruckerkrankungen"
10.1200/po.23.00411,Medizinische Hochschule Hannover (MHH),"Hannover Medical School, Hannover, Germany",,,TRUE,
10.1016/j.midw.2023.103809,Medizinische Hochschule Hannover (MHH),"Hannover Medical School, Midwifery Research and Education Unit, Carl-Neuberg-Str. 1, Hannover D-30625, Germany; Department Nursing and Management, Faculty of Business and Social Sciences, Hamburg University of Applied Science, Alexanderstr. 1, Hamburg D-20099, Germany",Forschungs- und Lehreinheit Hebammenwissenschaft,,TRUE,
10.1016/j.atherosclerosis.2020.01.031,Medizinische Hochschule Hannover (MHH),"Pediatric Nephrology, Hannover Medical School, Hannover, Germany",Zentrum Innere Medizin,Klinik für Nieren- und Hochdruckerkrankungen,TRUE,
10.1055/s-0044-1784796,Medizinische Hochschule Hannover (MHH),"Medizinische Hochschule Hannover, Studiendekanat, Hannover",,,TRUE,
10.21037/jtd-21-879,Medizinische Hochschule Hannover (MHH),"Department of Cardiothoracic, Transplantation and Vascular Surgery, Hannover Medical School, Hannover, Germany",Zentrum Chirurgie,"Klinik für Allgemein-, Viszeral- und Transplantationschirurgie",TRUE,
10.3390/cells9091929,Medizinische Hochschule Hannover (MHH),"Institute of Experimental Hematology, Hannover Medical School, 30625 Hannover, Germany",Zentrum Innere Medizin,Institut Experimentelle Hämatologie,TRUE,
10.2218/gtopdb/f14/2023.1,Medizinische Hochschule Hannover (MHH),Hannover Medical School,,,TRUE,
10.3389/fmed.2021.777599,Medizinische Hochschule Hannover (MHH),"Department of Nephrology, Hannover Medical School, Hannover, Germany",Zentrum Innere Medizin,Klinik für Nieren- und Hochdruckerkrankungen,TRUE,
10.1111/tri.13573,Medizinische Hochschule Hannover (MHH),"Department of Hematology, Hemostasis, Oncology and Stem Cell Transplantation Hannover Medical School Hannover Germany",Zentrum Innere Medizin,"Klinik für Hämatologie, Hämostaseologie, Onkologie und Stammzelltransplantation",TRUE,
10.1016/j.jhep.2024.03.005,Medizinische Hochschule Hannover (MHH),"Excellence Cluster RESIST, Excellence Initiative Hannover Medical School, Germany",Exzellenzcluster RESIST,,TRUE,
10.1192/j.eurpsy.2021.409,Medizinische Hochschule Hannover (MHH),"Peter L. Reichertz Institute For Medical Informatics, Medical School Hannover, Hannover, Germany","Zentrum Biometrie, Medizinische Informatik und Medizintechnik",Peter L. Reichertz Institut für Medizinische Informatik,TRUE,
10.1016/j.bbamem.2023.184257,Medizinische Hochschule Hannover (MHH),"Hannover Medical School, Department of Cellular Neurophysiology, 30625 Hannover, Germany",Zentrum Physiologie,Institut für Neurophysiologie,TRUE,
10.1007/s00467-024-06421-6,Medizinische Hochschule Hannover (MHH),"Department of Pediatric Kidney, Liver and Metabolic Diseases, Hannover Medical School Children's Hospital, Carl-Neuberg-Str. 1, 30625, Hannover, Germany. zivicnjak.miroslav@mh-hannover.de",Zentrum für Kinderheilkunde und Jugendmedizin,"Klinik für pädiatrische Nieren-, Leber- und Stoffwechselerkrankungen",TRUE,
10.1007/s00018-024-05239-7,Medizinische Hochschule Hannover (MHH),"Institute of Molecular and Translational Therapeutic Strategies (IMTTS), Hannover Medical School, Hannover, Germany",Institut für Molekulare und Translationale Therapiestrategien,,TRUE,
10.1055/s-0043-1767373,Medizinische Hochschule Hannover (MHH),"Medizinische Hochschule Hannover, Hals Nase Ohren Heilkunde",,,TRUE,
10.1155/2023/6623515,Medizinische Hochschule Hannover (MHH),"Department of Human Genetics, Hannover Medical School, Hannover, Germany","Zentrum für Pathologie, Forensik und Genetik",Institut für Humangenetik,TRUE,
10.1182/blood-2021-148293,Medizinische Hochschule Hannover (MHH),"Department of Hematology, Hemostasis, Oncology and Stem Cell Transplantation, Hannover Medical School, Hannover, Germany",Zentrum Innere Medizin,"Klinik für Hämatologie, Hämostaseologie, Onkologie und Stammzelltransplantation",TRUE,
10.1159/000524321,Medizinische Hochschule Hannover (MHH),"Medical School of Hannover, Gynecologist, Hannover, Germany",Klinik für Frauenheilkunde und Geburtshilfe,,TRUE,
10.1055/a-1655-7215,Medizinische Hochschule Hannover (MHH),"Rehabilitation Medicine, Hannover Medical School, Hannover,
                    Deutschland",Klinik für Frauenheilkunde und Geburtshilfe,,FALSE,Should be  Klinik für Rehabilitationsmedizin
10.1024/1422-4917/a000871,Medizinische Hochschule Hannover (MHH),"Institut für Medizinische                     Psychologie, Medizinische Hochschule Hannover, Hannover,                         Deutschland",,,TRUE,
10.3389/fphar.2022.906468,Medizinische Hochschule Hannover (MHH),"Department of Gastroenterology, Hepatology and Endocrinology, Hannover Medical School, Hannover, Germany",Zentrum Innere Medizin,"Klinik für Gastroenterologie, Hepatologie und Endokrinologie",TRUE,
10.1055/s-0044-1786090,Medizinische Hochschule Hannover (MHH),"Medizinische Hochschule Hannover, Hannover, Deutschland",,,TRUE,
10.1007/s40123-023-00808-8,Medizinische Hochschule Hannover (MHH),"Institute of Pathology, Medizinische Hochschule Hannover, Hannover, Germany","Zentrum für Pathologie, Forensik und Genetik",Institut für Pathologie,TRUE,
10.1007/s11524-021-00590-7,Medizinische Hochschule Hannover (MHH),"Hannover Medical School, Institute for Epidemiology, Social Medicine and Health Systems Research, Carl-Neuberg Str. 1, 30625, Hannover, Germany. Roeding.Dominik@mh-hannover.de",Zentrum Öffentliche Gesundheitspflege,"Institut für Epidemiologie, Sozialmedizin und Gesundheitssystemforschung",TRUE,
10.1080/14760584.2022.2042257,Medizinische Hochschule Hannover (MHH),"Cluster of Excellence - Resolving Infection Susceptibility (Resist, Exc 2155), Hannover Medical School, Hannover, Germany",Exzellenzcluster RESIST,,TRUE,
10.1017/awf.2023.21,Medizinische Hochschule Hannover (MHH),"Institute for Laboratory Animal Science and Central Animal Facility, Hannover Medical School, Hannover 30625, Germany",Zentrum Laboratoriumsmedizin,Zentrales Tierlabor und Institut für Versuchstierkunde,TRUE,
10.1186/s12889-020-8218-7,Medizinische Hochschule Hannover (MHH),"Hannover Medical School, Medical Sociology Unit, Carl-Neuberg-Str. 1, 30625, Hannover, Germany",Zentrum Öffentliche Gesundheitspflege,Forschungs- und Lehreinheit Medizinische Soziologie,TRUE,
10.1161/circulationaha.122.063821,Medizinische Hochschule Hannover (MHH),"Moritz Z. Kayser https://orcid.org/0000-0003-1421-1426 Department of Respiratory Medicine and Infectious Diseases, Hannover Medical School, Biomedical Research in Endstage and Obstructive Lung Disease Hannover (BREATH), Germany (K.M.O., M.Z.K., M.M.H.). German Center for Lung Research, Neuherberg, Germany (K.M.O., M.Z.K., H.G., H.A.G., E.G., H.L., M.M.H.)",Hannover Biomedical Research School,,TRUE,
10.1055/s-0041-1733662,Medizinische Hochschule Hannover (MHH),"Medical University Hannover, Clinic for Pneumology, German Center for Lung Research (DZL)",Zentrum für Kinderheilkunde und Jugendmedizin,"Klinik für Pädiatrische Pneumologie, Allergologie und Neonatologie",FALSE,Should be Klinik für Pneumologie und Infektiologie
10.3390/jcm13195853,Medizinische Hochschule Hannover (MHH),"Institute of Diagnostic and Interventional Radiology, Hanover Medical School, 30625 Hanover, Germany",Zentrum für Radiologie,Institut für Diagnostische und Interventionelle Radiologie,TRUE,
10.1055/s-0040-1708134,Medizinische Hochschule Hannover (MHH),"Medizinische Hochschule Hannover, Klinik für Strahlentherapie und Spezielle Onkologie",Zentrum für Radiologie,Klinik für Strahlentherapie und Spezielle Onkologie,TRUE,
10.1038/s41375-024-02225-7,Medizinische Hochschule Hannover (MHH),"Department of Hematology, Hemostasis, Oncology and Stem Cell Transplantation, Hannover Medical School, Hannover, Germany",Zentrum Innere Medizin,"Klinik für Hämatologie, Hämostaseologie, Onkologie und Stammzelltransplantation",TRUE,
10.1055/s-0044-1789637,Medizinische Hochschule Hannover (MHH),"Medizinische Hochschule Hannover, Hannover, Deutschland",,,TRUE,
10.1186/s13104-023-06288-0,Medizinische Hochschule Hannover (MHH),"Institute of Epidemiology, Social Medicine and Health Systems Research, Hannover Medical School, Hannover, Germany. lander.jonas@mh-hannover.de",Zentrum Öffentliche Gesundheitspflege,"Institut für Epidemiologie, Sozialmedizin und Gesundheitssystemforschung",TRUE,
10.1038/s41375-023-01854-8,Medizinische Hochschule Hannover (MHH),"Department of Hematology, Hemostasis, Oncology and Stem Cell Transplantation, Hannover Medical School, Hannover, Germany",Zentrum Innere Medizin,"Klinik für Hämatologie, Hämostaseologie, Onkologie und Stammzelltransplantation",TRUE,
10.1055/s-0040-1703011,Medizinische Hochschule Hannover (MHH),"Department of Pediatric Surgery, Hannover Medical School, Hannover, Germany",Zentrum Chirurgie,,TRUE,
10.1007/s00112-021-01300-y,Medizinische Hochschule Hannover (MHH),"Zentrum Kinderchirurgie Hannover, Medizinische Hochschule Hannover und Kinderkrankenhaus Auf der Bult, Hannover, Deutschland",Zentrum Chirurgie,Klinik für Kinderchirurgie,TRUE,
10.1055/s-0040-1717558,Medizinische Hochschule Hannover (MHH),"Medizinische Hochschule Hannover, Institut für Sportmedizin",Institut für Sportmedizin,,TRUE,
10.1055/a-1589-7568,Medizinische Hochschule Hannover (MHH),"Klinik für Gastroenterologie, Hepatologie und Endokrinologie Medizinische Hochschule Hannover, Hannover",Zentrum Innere Medizin,"Klinik für Gastroenterologie, Hepatologie und Endokrinologie",TRUE,
10.1212/wnl.94.15_supplement.4104,Medizinische Hochschule Hannover (MHH),"Section Clinical Neuroimmunology and Neurochemistry, Department of Neurology, Hannover Medical School",Zentrum für Neurologische Medizin,Klinik für Neurologie,TRUE,
10.1055/a-1889-4705,Medizinische Hochschule Hannover (MHH),"Institut für Allgemeinmedizin und Palliativmedizin,
                    Medizinische Hochschule Hannover, Hannover, Deutschland",Institut für Allgemeinmedizin und Palliativmedizin,,TRUE,
10.1186/s12894-023-01263-0,Medizinische Hochschule Hannover (MHH),"Department for Rheumatology and Immunology, Hannover Medical School, Carl-Neuberg-Straße 1, 30625, Hannover, Germany",Zentrum Innere Medizin,Klinik für Rheumatologie und Immunologie,TRUE,
10.1016/j.celrep.2024.114153,Medizinische Hochschule Hannover (MHH),"Department Experimental Immunology, Helmholtz Centre for Infection Research, 38124 Braunschweig, Germany; Cluster of Excellence RESIST (EXC 2155), Hannover Medical School, 30625 Hannover, Germany. Electronic address: jochen.huehn@helmholtz-hzi.de",Exzellenzcluster RESIST,,TRUE,
10.1002/chem.202303843,Medizinische Hochschule Hannover (MHH),Institute of Molecular and Translational Therapeutic Strategies (IMTTS) Hannover Medical School Carl-Neuberg-Straße 1 30625 Hannover Germany,Institut für Molekulare und Translationale Therapiestrategien,,TRUE,
10.7554/elife.98020,Medizinische Hochschule Hannover (MHH),"Institute of Functional and Applied Anatomy, Research Core Unit Electron Microscopy, Hannover Medical School",Zentrale Forschungseinrichtung Elektronenmikroskopie,,TRUE,
10.1186/s12883-021-02063-5,Medizinische Hochschule Hannover (MHH),"Institute for Neurorehabilitative Research, Associated Institute of the Hannover Medical School, BDH-Clinic Hessisch Oldendorf, Hessisch Oldendorf, Germany",Klinik für Frauenheilkunde und Geburtshilfe,,FALSE,Klinik für Rehabilitationsmedizin
10.1038/s41398-020-01082-z,Medizinische Hochschule Hannover (MHH),"Institute of Human Genetics, Hannover Medical School, Hannover, Germany","Zentrum für Pathologie, Forensik und Genetik",Institut für Humangenetik,TRUE,
10.1055/s-0044-1789071,Medizinische Hochschule Hannover (MHH),"Medizinische Hochschule Hannover, Frauenklinik, Hannover, DE",Klinik für Frauenheilkunde und Geburtshilfe,,TRUE,
10.1007/s40121-020-00334-1,Medizinische Hochschule Hannover (MHH),"Department of Pediatric Pneumology, Allergology and Neonatology, Hannover Medical School, Hannover, Germany",Zentrum für Kinderheilkunde und Jugendmedizin,"Klinik für Pädiatrische Pneumologie, Allergologie und Neonatologie",TRUE,
